indicator,category,name,symbol,crash_type,precision,recall,f1,avg_lead_time,median_lead_time,false_alarm_rate,total_signals,true_positives,false_positives,detected_crashes,missed_crashes,total_crashes
V4,volatility,Garman-Klass Vol Spike (2σ),BTC,A,0.1282051282051282,0.5555555555555556,0.20833333333333334,7.5,4.5,0.8717948717948718,78,10,68,5,4,9
V4,volatility,Garman-Klass Vol Spike (2σ),BTC,B,0.21794871794871795,0.6,0.31974921630094044,7.705882352941177,6.0,0.782051282051282,78,17,61,9,6,15
V4,volatility,Garman-Klass Vol Spike (2σ),BTC,C,0.07692307692307693,0.7142857142857143,0.1388888888888889,11.0,10.5,0.9230769230769231,78,6,72,5,2,7
V4,volatility,Garman-Klass Vol Spike (2σ),BTC,D,0.15384615384615385,0.6666666666666666,0.25,9.583333333333334,6.5,0.8461538461538461,78,12,66,6,3,9
V4,volatility,Garman-Klass Vol Spike (2σ),ETH,ALL,0.3472222222222222,0.6451612903225806,0.4514672686230248,9.6,9.0,0.6527777777777778,72,25,47,20,11,31
V4,volatility,Garman-Klass Vol Spike (2σ),ETH,A,0.2361111111111111,0.631578947368421,0.3437236731255265,9.882352941176471,11.0,0.7638888888888888,72,17,55,12,7,19
V4,volatility,Garman-Klass Vol Spike (2σ),ETH,B,0.2916666666666667,0.68,0.4082332761578045,9.571428571428571,10.0,0.7083333333333334,72,21,51,17,8,25
V4,volatility,Garman-Klass Vol Spike (2σ),ETH,C,0.1527777777777778,0.6363636363636364,0.2464,14.090909090909092,16.0,0.8472222222222222,72,11,61,7,4,11
V4,volatility,Garman-Klass Vol Spike (2σ),ETH,D,0.19444444444444445,0.5882352941176471,0.2922755741127349,12.071428571428571,14.0,0.8055555555555556,72,14,58,10,7,17
V4,volatility,Garman-Klass Vol Spike (2σ),SOL,ALL,0.4,0.6285714285714286,0.488888888888889,10.34375,10.0,0.6,80,32,48,22,13,35
V4,volatility,Garman-Klass Vol Spike (2σ),SOL,A,0.2625,0.6086956521739131,0.3668122270742359,7.476190476190476,6.0,0.7375,80,21,59,14,9,23
V4,volatility,Garman-Klass Vol Spike (2σ),SOL,B,0.4,0.625,0.48780487804878053,9.15625,8.5,0.6,80,32,48,20,12,32
V4,volatility,Garman-Klass Vol Spike (2σ),SOL,C,0.1625,0.8333333333333334,0.27196652719665276,10.153846153846153,10.0,0.8375,80,13,67,10,2,12
V4,volatility,Garman-Klass Vol Spike (2σ),SOL,D,0.2875,0.64,0.3967654986522911,11.565217391304348,12.0,0.7125,80,23,57,16,9,25
V4,volatility,Garman-Klass Vol Spike (2σ),DOGE,ALL,0.4074074074074074,0.6764705882352942,0.5085427135678391,9.272727272727273,8.0,0.5925925925925926,81,33,48,23,11,34
V4,volatility,Garman-Klass Vol Spike (2σ),DOGE,A,0.32098765432098764,0.6538461538461539,0.4305893813930833,10.153846153846153,11.0,0.6790123456790124,81,26,55,17,9,26
V4,volatility,Garman-Klass Vol Spike (2σ),DOGE,B,0.43209876543209874,0.7575757575757576,0.550314465408805,10.228571428571428,10.0,0.5679012345679012,81,35,46,25,8,33
V4,volatility,Garman-Klass Vol Spike (2σ),DOGE,C,0.1111111111111111,0.8571428571428571,0.19672131147540986,12.333333333333334,13.0,0.8888888888888888,81,9,72,6,1,7
V4,volatility,Garman-Klass Vol Spike (2σ),DOGE,D,0.2962962962962963,0.5416666666666666,0.3830570902394107,9.291666666666666,7.5,0.7037037037037037,81,24,57,13,11,24
V4,volatility,Garman-Klass Vol Spike (2σ),OP,ALL,0.41025641025641024,0.6875,0.5138686131386861,10.75,10.5,0.5897435897435898,78,32,46,22,10,32
V4,volatility,Garman-Klass Vol Spike (2σ),OP,A,0.38461538461538464,0.7777777777777778,0.5147058823529412,9.8,10.0,0.6153846153846154,78,30,48,21,6,27
V4,volatility,Garman-Klass Vol Spike (2σ),OP,B,0.38461538461538464,0.6875,0.4932735426008969,9.9,8.0,0.6153846153846154,78,30,48,22,10,32
V4,volatility,Garman-Klass Vol Spike (2σ),OP,C,0.10256410256410256,1.0,0.18604651162790695,11.25,12.0,0.8974358974358975,78,8,70,5,0,5
V4,volatility,Garman-Klass Vol Spike (2σ),OP,D,0.3717948717948718,0.782608695652174,0.50410429744085,12.413793103448276,15.0,0.6282051282051282,78,29,49,18,5,23
V4,volatility,Garman-Klass Vol Spike (2σ),AVAX,ALL,0.43283582089552236,0.6333333333333333,0.5142323845076995,9.0,7.0,0.5671641791044776,67,29,38,19,11,30
V4,volatility,Garman-Klass Vol Spike (2σ),AVAX,A,0.26865671641791045,0.5833333333333334,0.36788321167883214,7.666666666666667,6.0,0.7313432835820896,67,18,49,14,10,24
V4,volatility,Garman-Klass Vol Spike (2σ),AVAX,B,0.43283582089552236,0.6206896551724138,0.5100146555935515,8.482758620689655,7.0,0.5671641791044776,67,29,38,18,11,29
V4,volatility,Garman-Klass Vol Spike (2σ),AVAX,C,0.08955223880597014,0.6,0.1558441558441558,10.333333333333334,13.0,0.9104477611940298,67,6,61,3,2,5
V4,volatility,Garman-Klass Vol Spike (2σ),AVAX,D,0.23880597014925373,0.5454545454545454,0.33217993079584773,8.1875,6.5,0.7611940298507462,67,16,51,12,10,22
V4,volatility,Garman-Klass Vol Spike (2σ),XRP,ALL,0.38823529411764707,0.7096774193548387,0.5019011406844107,10.0,9.0,0.611764705882353,85,33,52,22,9,31
V4,volatility,Garman-Klass Vol Spike (2σ),XRP,A,0.2,0.6111111111111112,0.30136986301369867,8.0,6.0,0.8,85,17,68,11,7,18
V4,volatility,Garman-Klass Vol Spike (2σ),XRP,B,0.25882352941176473,0.6521739130434783,0.3705783267827064,12.045454545454545,12.5,0.7411764705882353,85,22,63,15,8,23
V4,volatility,Garman-Klass Vol Spike (2σ),XRP,C,0.24705882352941178,0.8571428571428571,0.3835616438356164,11.19047619047619,14.0,0.7529411764705882,85,21,64,12,2,14
V4,volatility,Garman-Klass Vol Spike (2σ),XRP,D,0.3058823529411765,0.6842105263157895,0.4227642276422765,10.26923076923077,9.5,0.6941176470588235,85,26,59,13,6,19
V4,volatility,Garman-Klass Vol Spike (2σ),XLM,ALL,0.35443037974683544,0.6538461538461539,0.4596813133751811,9.214285714285714,6.5,0.6455696202531646,79,28,51,17,9,26
V4,volatility,Garman-Klass Vol Spike (2σ),XLM,A,0.17721518987341772,0.8,0.29015544041450775,7.785714285714286,4.5,0.8227848101265823,79,14,65,12,3,15
V4,volatility,Garman-Klass Vol Spike (2σ),XLM,B,0.2911392405063291,0.6666666666666666,0.4052863436123348,9.826086956521738,10.0,0.7088607594936709,79,23,56,14,7,21
V4,volatility,Garman-Klass Vol Spike (2σ),XLM,C,0.1518987341772152,0.7,0.24962852897473997,11.166666666666666,13.0,0.8481012658227848,79,12,67,7,3,10
V4,volatility,Garman-Klass Vol Spike (2σ),XLM,D,0.27848101265822783,0.7647058823529411,0.4082798001427552,8.363636363636363,5.5,0.7215189873417721,79,22,57,13,4,17
V4,volatility,Garman-Klass Vol Spike (2σ),SUI,ALL,0.4791666666666667,0.75,0.5847457627118644,9.26086956521739,7.0,0.5208333333333334,48,23,25,21,7,28
V4,volatility,Garman-Klass Vol Spike (2σ),SUI,A,0.22916666666666666,0.65,0.33886255924170616,10.545454545454545,12.0,0.7708333333333334,48,11,37,13,7,20
V4,volatility,Garman-Klass Vol Spike (2σ),SUI,B,0.4583333333333333,0.7916666666666666,0.5805555555555555,11.136363636363637,12.0,0.5416666666666666,48,22,26,19,5,24
V4,volatility,Garman-Klass Vol Spike (2σ),SUI,C,0.125,0.8571428571428571,0.21818181818181817,9.0,8.0,0.875,48,6,42,6,1,7
V4,volatility,Garman-Klass Vol Spike (2σ),SUI,D,0.3125,0.65,0.42207792207792205,8.866666666666667,8.0,0.6875,48,15,33,13,7,20
V5,volatility,Daily Range Expansion (2σ),BTC,ALL,0.26865671641791045,0.5,0.34951456310679613,10.166666666666666,11.0,0.7313432835820896,67,18,49,10,10,20
V5,volatility,Daily Range Expansion (2σ),BTC,A,0.11940298507462686,0.4444444444444444,0.18823529411764706,7.75,4.5,0.8805970149253731,67,8,59,4,5,9
V5,volatility,Daily Range Expansion (2σ),BTC,B,0.23880597014925373,0.4666666666666667,0.3159379407616361,9.25,10.5,0.7611940298507462,67,16,51,7,8,15
V5,volatility,Daily Range Expansion (2σ),BTC,C,0.07462686567164178,0.5714285714285714,0.132013201320132,13.6,13.0,0.9253731343283582,67,5,62,4,3,7
V5,volatility,Daily Range Expansion (2σ),BTC,D,0.19402985074626866,0.5555555555555556,0.28761061946902655,9.846153846153847,7.0,0.8059701492537313,67,13,54,5,4,9
V5,volatility,Daily Range Expansion (2σ),ETH,ALL,0.29333333333333333,0.4838709677419355,0.36524626452684006,10.227272727272727,11.0,0.7066666666666667,75,22,53,15,16,31
V5,volatility,Daily Range Expansion (2σ),ETH,A,0.22666666666666666,0.631578947368421,0.3336058871627146,10.176470588235293,13.0,0.7733333333333333,75,17,58,12,7,19
V5,volatility,Daily Range Expansion (2σ),ETH,B,0.22666666666666666,0.48,0.30792452830188677,10.0,11.0,0.7733333333333333,75,17,58,12,13,25
V5,volatility,Daily Range Expansion (2σ),ETH,C,0.16,0.5454545454545454,0.24742268041237112,13.75,14.5,0.84,75,12,63,6,5,11
V5,volatility,Daily Range Expansion (2σ),ETH,D,0.22666666666666666,0.5882352941176471,0.327237728585178,11.705882352941176,13.0,0.7733333333333333,75,17,58,10,7,17
V5,volatility,Daily Range Expansion (2σ),SOL,ALL,0.3888888888888889,0.4857142857142857,0.4319419237749546,8.928571428571429,9.5,0.6111111111111112,72,28,44,17,18,35
V5,volatility,Daily Range Expansion (2σ),SOL,A,0.2361111111111111,0.5217391304347826,0.3250996015936255,6.588235294117647,6.0,0.7638888888888888,72,17,55,12,11,23
V5,volatility,Daily Range Expansion (2σ),SOL,B,0.3194444444444444,0.46875,0.37995594713656383,7.565217391304348,7.0,0.6805555555555556,72,23,49,15,17,32
V5,volatility,Daily Range Expansion (2σ),SOL,C,0.20833333333333334,0.6666666666666666,0.3174603174603175,11.266666666666667,11.0,0.7916666666666666,72,15,57,8,4,12
V5,volatility,Daily Range Expansion (2σ),SOL,D,0.2777777777777778,0.44,0.34055727554179566,10.2,11.0,0.7222222222222222,72,20,52,11,14,25
V5,volatility,Daily Range Expansion (2σ),DOGE,ALL,0.36764705882352944,0.5588235294117647,0.44351073762838467,9.08,7.0,0.6323529411764706,68,25,43,19,15,34
V5,volatility,Daily Range Expansion (2σ),DOGE,A,0.2647058823529412,0.5,0.3461538461538462,9.166666666666666,7.5,0.7352941176470589,68,18,50,13,13,26
V5,volatility,Daily Range Expansion (2σ),DOGE,B,0.4117647058823529,0.6666666666666666,0.509090909090909,9.071428571428571,6.0,0.5882352941176471,68,28,40,22,11,33
V5,volatility,Daily Range Expansion (2σ),DOGE,C,0.11764705882352941,0.8571428571428571,0.2068965517241379,14.125,15.0,0.8823529411764706,68,8,60,6,1,7
V5,volatility,Daily Range Expansion (2σ),DOGE,D,0.25,0.4166666666666667,0.3125,8.529411764705882,7.0,0.75,68,17,51,10,14,24
V5,volatility,Daily Range Expansion (2σ),OP,ALL,0.38235294117647056,0.53125,0.44466800804828976,11.846153846153847,13.0,0.6176470588235294,68,26,42,17,15,32
V5,volatility,Daily Range Expansion (2σ),OP,A,0.38235294117647056,0.7037037037037037,0.4954864593781344,10.461538461538462,10.0,0.6176470588235294,68,26,42,19,8,27
V5,volatility,Daily Range Expansion (2σ),OP,B,0.36764705882352944,0.5625,0.4446640316205534,10.52,10.0,0.6323529411764706,68,25,43,18,14,32
V5,volatility,Daily Range Expansion (2σ),OP,C,0.11764705882352941,0.8,0.20512820512820512,13.625,14.0,0.8823529411764706,68,8,60,4,1,5
V5,volatility,Daily Range Expansion (2σ),OP,D,0.3382352941176471,0.5652173913043478,0.42321302193913657,13.347826086956522,16.0,0.6617647058823529,68,23,45,13,10,23
V5,volatility,Daily Range Expansion (2σ),AVAX,ALL,0.42857142857142855,0.6,0.5,9.266666666666667,8.0,0.5714285714285714,70,30,40,18,12,30
V5,volatility,Daily Range Expansion (2σ),AVAX,A,0.2714285714285714,0.5833333333333334,0.3704735376044568,7.473684210526316,7.0,0.7285714285714285,70,19,51,14,10,24
V5,volatility,Daily Range Expansion (2σ),AVAX,B,0.42857142857142855,0.6551724137931034,0.5181818181818182,8.766666666666667,7.5,0.5714285714285714,70,30,40,19,10,29
V5,volatility,Daily Range Expansion (2σ),AVAX,C,0.05714285714285714,0.6,0.1043478260869565,12.25,14.0,0.9428571428571428,70,4,66,3,2,5
V5,volatility,Daily Range Expansion (2σ),AVAX,D,0.24285714285714285,0.5454545454545454,0.3360790774299835,9.705882352941176,11.0,0.7571428571428571,70,17,53,12,10,22
V5,volatility,Daily Range Expansion (2σ),XRP,ALL,0.35135135135135137,0.5483870967741935,0.4282945736434109,8.923076923076923,6.5,0.6486486486486487,74,26,48,17,14,31
V5,volatility,Daily Range Expansion (2σ),XRP,A,0.2702702702702703,0.7222222222222222,0.39334341906202724,10.0,9.5,0.7297297297297297,74,20,54,13,5,18
V5,volatility,Daily Range Expansion (2σ),XRP,B,0.2972972972972973,0.5217391304347826,0.3787661406025825,10.909090909090908,12.0,0.7027027027027027,74,22,52,12,11,23
V5,volatility,Daily Range Expansion (2σ),XRP,C,0.28378378378378377,0.7142857142857143,0.4061895551257253,11.0,14.0,0.7162162162162162,74,21,53,10,4,14
V5,volatility,Daily Range Expansion (2σ),XRP,D,0.28378378378378377,0.6842105263157895,0.40117560617193243,8.952380952380953,6.0,0.7162162162162162,74,21,53,13,6,19
V5,volatility,Daily Range Expansion (2σ),XLM,ALL,0.391304347826087,0.5384615384615384,0.4532374100719424,8.481481481481481,7.0,0.6086956521739131,69,27,42,14,12,26
V5,volatility,Daily Range Expansion (2σ),XLM,A,0.2028985507246377,0.6,0.3032490974729242,9.5,8.5,0.7971014492753623,69,14,55,9,6,15
V5,volatility,Daily Range Expansion (2σ),XLM,B,0.36231884057971014,0.5238095238095238,0.4283489096573209,10.72,11.0,0.6376811594202898,69,25,44,11,10,21
V5,volatility,Daily Range Expansion (2σ),XLM,C,0.21739130434782608,0.7,0.33175355450236965,9.933333333333334,12.0,0.782608695652174,69,15,54,7,3,10
V5,volatility,Daily Range Expansion (2σ),XLM,D,0.30434782608695654,0.5294117647058824,0.3865030674846626,9.619047619047619,9.0,0.6956521739130435,69,21,48,9,8,17
V5,volatility,Daily Range Expansion (2σ),SUI,ALL,0.48936170212765956,0.7142857142857143,0.5808080808080808,10.565217391304348,12.0,0.5106382978723404,47,23,24,20,8,28
V5,volatility,Daily Range Expansion (2σ),SUI,A,0.2765957446808511,0.6,0.3786407766990291,11.153846153846153,14.0,0.723404255319149,47,13,34,12,8,20
V5,volatility,Daily Range Expansion (2σ),SUI,B,0.46808510638297873,0.7083333333333334,0.5636774679728711,11.5,13.0,0.5319148936170213,47,22,25,17,7,24
V5,volatility,Daily Range Expansion (2σ),SUI,C,0.1276595744680851,0.7142857142857143,0.21660649819494585,9.166666666666666,9.5,0.8723404255319149,47,6,41,5,2,7
V5,volatility,Daily Range Expansion (2σ),SUI,D,0.3191489361702128,0.55,0.4039167686658507,10.466666666666667,10.0,0.6808510638297872,47,15,32,11,9,20
V6,volatility,Keltner Lower Break,BTC,ALL,0.23076923076923078,0.3,0.2608695652173913,6.5,5.5,0.7692307692307693,26,6,20,6,14,20
V6,volatility,Keltner Lower Break,BTC,A,0.23076923076923078,0.6666666666666666,0.3428571428571429,1.8333333333333333,1.0,0.7692307692307693,26,6,20,6,3,9
V6,volatility,Keltner Lower Break,BTC,B,0.15384615384615385,0.26666666666666666,0.1951219512195122,5.5,1.5,0.8461538461538461,26,4,22,4,11,15
V6,volatility,Keltner Lower Break,BTC,C,0.19230769230769232,0.5714285714285714,0.28776978417266186,8.8,9.0,0.8076923076923077,26,5,21,4,3,7
V6,volatility,Keltner Lower Break,BTC,D,0.19230769230769232,0.5555555555555556,0.28571428571428575,5.8,5.0,0.8076923076923077,26,5,21,5,4,9
V6,volatility,Keltner Lower Break,ETH,ALL,0.21428571428571427,0.16129032258064516,0.18404907975460122,15.5,17.0,0.7857142857142857,28,6,22,5,26,31
V6,volatility,Keltner Lower Break,ETH,A,0.25,0.3684210526315789,0.2978723404255319,5.571428571428571,2.0,0.75,28,7,21,7,12,19
V6,volatility,Keltner Lower Break,ETH,B,0.10714285714285714,0.12,0.1132075471698113,11.0,15.0,0.8928571428571429,28,3,25,3,22,25
V6,volatility,Keltner Lower Break,ETH,C,0.21428571428571427,0.36363636363636365,0.2696629213483146,16.666666666666668,18.0,0.7857142857142857,28,6,22,4,7,11
V6,volatility,Keltner Lower Break,ETH,D,0.25,0.35294117647058826,0.2926829268292683,6.0,2.0,0.75,28,7,21,6,11,17
V6,volatility,Keltner Lower Break,SOL,ALL,0.19047619047619047,0.11428571428571428,0.14285714285714285,18.75,19.0,0.8095238095238095,21,4,17,4,31,35
V6,volatility,Keltner Lower Break,SOL,A,0.09523809523809523,0.08695652173913043,0.0909090909090909,4.0,4.0,0.9047619047619048,21,2,19,2,21,23
V6,volatility,Keltner Lower Break,SOL,B,0.14285714285714285,0.09375,0.11320754716981132,19.333333333333332,19.0,0.8571428571428571,21,3,18,3,29,32
V6,volatility,Keltner Lower Break,SOL,C,0.09523809523809523,0.16666666666666666,0.12121212121212123,16.5,16.5,0.9047619047619048,21,2,19,2,10,12
V6,volatility,Keltner Lower Break,SOL,D,0.19047619047619047,0.16,0.17391304347826086,16.0,18.5,0.8095238095238095,21,4,17,4,21,25
V6,volatility,Keltner Lower Break,DOGE,ALL,0.20833333333333334,0.11764705882352941,0.15037593984962405,14.6,17.0,0.7916666666666666,24,5,19,4,30,34
V6,volatility,Keltner Lower Break,DOGE,A,0.08333333333333333,0.11538461538461539,0.0967741935483871,2.0,2.0,0.9166666666666666,24,2,22,3,23,26
V6,volatility,Keltner Lower Break,DOGE,B,0.2916666666666667,0.18181818181818182,0.224,11.0,16.0,0.7083333333333334,24,7,17,6,27,33
V6,volatility,Keltner Lower Break,DOGE,C,0.16666666666666666,0.2857142857142857,0.2105263157894737,15.0,15.0,0.8333333333333334,24,4,20,2,5,7
V6,volatility,Keltner Lower Break,DOGE,D,0.08333333333333333,0.08333333333333333,0.08333333333333333,17.5,17.5,0.9166666666666666,24,2,22,2,22,24
V6,volatility,Keltner Lower Break,OP,ALL,0.2857142857142857,0.15625,0.202020202020202,19.333333333333332,19.5,0.7142857142857143,21,6,15,5,27,32
V6,volatility,Keltner Lower Break,OP,A,0.047619047619047616,0.037037037037037035,0.041666666666666664,18.0,18.0,0.9523809523809523,21,1,20,1,26,27
V6,volatility,Keltner Lower Break,OP,B,0.19047619047619047,0.09375,0.1256544502617801,19.25,19.5,0.8095238095238095,21,4,17,3,29,32
V6,volatility,Keltner Lower Break,OP,C,0.0,0.0,0.0,,,1.0,21,0,21,0,5,5
V6,volatility,Keltner Lower Break,OP,D,0.09523809523809523,0.08695652173913043,0.0909090909090909,11.0,11.0,0.9047619047619048,21,2,19,2,21,23
V6,volatility,Keltner Lower Break,AVAX,ALL,0.20689655172413793,0.2,0.20338983050847456,11.833333333333334,14.0,0.7931034482758621,29,6,23,6,24,30
V6,volatility,Keltner Lower Break,AVAX,A,0.10344827586206896,0.125,0.11320754716981132,1.6666666666666667,1.0,0.896551724137931,29,3,26,3,21,24
V6,volatility,Keltner Lower Break,AVAX,B,0.20689655172413793,0.20689655172413793,0.20689655172413793,8.5,5.5,0.7931034482758621,29,6,23,6,23,29
V6,volatility,Keltner Lower Break,AVAX,C,0.034482758620689655,0.2,0.0588235294117647,17.0,17.0,0.9655172413793104,29,1,28,1,4,5
V6,volatility,Keltner Lower Break,AVAX,D,0.10344827586206896,0.13636363636363635,0.11764705882352941,14.0,20.0,0.896551724137931,29,3,26,3,19,22
V6,volatility,Keltner Lower Break,XRP,ALL,0.29411764705882354,0.16129032258064516,0.20833333333333331,8.2,3.0,0.7058823529411765,17,5,12,5,26,31
V6,volatility,Keltner Lower Break,XRP,A,0.17647058823529413,0.16666666666666666,0.17142857142857143,7.333333333333333,4.0,0.8235294117647058,17,3,14,3,15,18
V6,volatility,Keltner Lower Break,XRP,B,0.35294117647058826,0.17391304347826086,0.2330097087378641,7.833333333333333,2.5,0.6470588235294118,17,6,11,4,19,23
V6,volatility,Keltner Lower Break,XRP,C,0.058823529411764705,0.07142857142857142,0.06451612903225808,16.0,16.0,0.9411764705882353,17,1,16,1,13,14
V6,volatility,Keltner Lower Break,XRP,D,0.35294117647058826,0.21052631578947367,0.2637362637362637,12.5,12.0,0.6470588235294118,17,6,11,4,15,19
V6,volatility,Keltner Lower Break,XLM,ALL,0.14285714285714285,0.11538461538461539,0.12765957446808512,16.666666666666668,20.0,0.8571428571428571,21,3,18,3,23,26
V6,volatility,Keltner Lower Break,XLM,A,0.14285714285714285,0.2,0.16666666666666666,4.333333333333333,3.0,0.8571428571428571,21,3,18,3,12,15
V6,volatility,Keltner Lower Break,XLM,B,0.09523809523809523,0.09523809523809523,0.09523809523809523,15.0,15.0,0.9047619047619048,21,2,19,2,19,21
V6,volatility,Keltner Lower Break,XLM,C,0.09523809523809523,0.2,0.12903225806451613,18.0,18.0,0.9047619047619048,21,2,19,2,8,10
V6,volatility,Keltner Lower Break,XLM,D,0.14285714285714285,0.11764705882352941,0.12903225806451615,5.0,5.0,0.8571428571428571,21,3,18,2,15,17
V6,volatility,Keltner Lower Break,SUI,ALL,0.2857142857142857,0.10714285714285714,0.1558441558441558,17.0,16.5,0.7142857142857143,14,4,10,3,25,28
V6,volatility,Keltner Lower Break,SUI,A,0.14285714285714285,0.1,0.11764705882352941,16.0,16.0,0.8571428571428571,14,2,12,2,18,20
V6,volatility,Keltner Lower Break,SUI,B,0.2857142857142857,0.125,0.17391304347826086,17.0,16.5,0.7142857142857143,14,4,10,3,21,24
V6,volatility,Keltner Lower Break,SUI,C,0.0,0.0,0.0,,,1.0,14,0,14,0,7,7
V6,volatility,Keltner Lower Break,SUI,D,0.14285714285714285,0.1,0.11764705882352941,9.0,9.0,0.8571428571428571,14,2,12,2,18,20
V7,volatility,Consecutive Down Candles,BTC,ALL,0.3018867924528302,0.9,0.45211930926216637,10.96875,12.5,0.6981132075471698,106,32,74,18,2,20
V7,volatility,Consecutive Down Candles,BTC,A,0.16981132075471697,0.8888888888888888,0.2851485148514852,9.444444444444445,8.0,0.8301886792452831,106,18,88,8,1,9
V7,volatility,Consecutive Down Candles,BTC,B,0.22641509433962265,0.9333333333333333,0.3644251626898048,11.25,12.5,0.7735849056603774,106,24,82,14,1,15
V7,volatility,Consecutive Down Candles,BTC,C,0.14150943396226415,1.0,0.24793388429752064,9.866666666666667,10.0,0.8584905660377359,106,15,91,7,0,7
V7,volatility,Consecutive Down Candles,BTC,D,0.14150943396226415,1.0,0.24793388429752064,11.133333333333333,13.0,0.8584905660377359,106,15,91,9,0,9
V7,volatility,Consecutive Down Candles,ETH,ALL,0.31958762886597936,0.7096774193548387,0.4407108239095315,10.903225806451612,10.0,0.6804123711340206,97,31,66,22,9,31
V7,volatility,Consecutive Down Candles,ETH,A,0.29896907216494845,1.0,0.4603174603174603,7.206896551724138,3.0,0.7010309278350515,97,29,68,19,0,19
V7,volatility,Consecutive Down Candles,ETH,B,0.24742268041237114,0.68,0.3628279235215652,10.916666666666666,11.5,0.7525773195876289,97,24,73,17,8,25
V7,volatility,Consecutive Down Candles,ETH,C,0.14432989690721648,0.9090909090909091,0.24911032028469746,12.714285714285714,11.5,0.8556701030927835,97,14,83,10,1,11
V7,volatility,Consecutive Down Candles,ETH,D,0.24742268041237114,0.9411764705882353,0.3918367346938776,10.041666666666666,10.5,0.7525773195876289,97,24,73,16,1,17
V7,volatility,Consecutive Down Candles,SOL,ALL,0.3333333333333333,0.6571428571428571,0.4423076923076923,11.216216216216216,13.0,0.6666666666666666,111,37,74,23,12,35
V7,volatility,Consecutive Down Candles,SOL,A,0.3063063063063063,0.8695652173913043,0.45303131245836115,9.382352941176471,7.0,0.6936936936936937,111,34,77,20,3,23
V7,volatility,Consecutive Down Candles,SOL,B,0.3333333333333333,0.75,0.46153846153846156,11.27027027027027,13.0,0.6666666666666666,111,37,74,24,8,32
V7,volatility,Consecutive Down Candles,SOL,C,0.13513513513513514,0.8333333333333334,0.23255813953488372,9.4,9.0,0.8648648648648649,111,15,96,10,2,12
V7,volatility,Consecutive Down Candles,SOL,D,0.24324324324324326,0.72,0.3636363636363637,10.222222222222221,11.0,0.7567567567567568,111,27,84,18,7,25
V7,volatility,Consecutive Down Candles,DOGE,ALL,0.4368932038834951,0.7647058823529411,0.556083650190114,10.71111111111111,11.0,0.5631067961165048,103,45,58,26,8,34
V7,volatility,Consecutive Down Candles,DOGE,A,0.3883495145631068,0.8846153846153846,0.5397477266060428,8.875,8.0,0.6116504854368932,103,40,63,23,3,26
V7,volatility,Consecutive Down Candles,DOGE,B,0.39805825242718446,0.7575757575757576,0.5218940936863543,11.560975609756097,12.0,0.6019417475728155,103,41,62,25,8,33
V7,volatility,Consecutive Down Candles,DOGE,C,0.08737864077669903,0.7142857142857143,0.15570934256055363,12.666666666666666,13.0,0.912621359223301,103,9,94,5,2,7
V7,volatility,Consecutive Down Candles,DOGE,D,0.3106796116504854,0.75,0.4393592677345538,11.34375,12.0,0.6893203883495146,103,32,71,18,6,24
V7,volatility,Consecutive Down Candles,OP,ALL,0.3523809523809524,0.8125,0.4915687276443536,12.324324324324325,13.0,0.6476190476190476,105,37,68,26,6,32
V7,volatility,Consecutive Down Candles,OP,A,0.38095238095238093,0.9259259259259259,0.5398110661268555,9.125,8.5,0.6190476190476191,105,40,65,25,2,27
V7,volatility,Consecutive Down Candles,OP,B,0.34285714285714286,0.75,0.47058823529411753,12.13888888888889,13.5,0.6571428571428571,105,36,69,24,8,32
V7,volatility,Consecutive Down Candles,OP,C,0.0380952380952381,0.6,0.07164179104477612,12.75,15.0,0.9619047619047619,105,4,101,3,2,5
V7,volatility,Consecutive Down Candles,OP,D,0.2857142857142857,0.8260869565217391,0.4245810055865922,11.133333333333333,11.5,0.7142857142857143,105,30,75,19,4,23
V7,volatility,Consecutive Down Candles,AVAX,ALL,0.2636363636363636,0.6666666666666666,0.3778501628664495,10.379310344827585,11.0,0.7363636363636363,110,29,81,20,10,30
V7,volatility,Consecutive Down Candles,AVAX,A,0.2909090909090909,0.9166666666666666,0.44165621079046424,7.4375,4.0,0.7090909090909091,110,32,78,22,2,24
V7,volatility,Consecutive Down Candles,AVAX,B,0.2636363636363636,0.6896551724137931,0.381453469253535,10.96551724137931,12.0,0.7363636363636363,110,29,81,20,9,29
V7,volatility,Consecutive Down Candles,AVAX,C,0.045454545454545456,0.6,0.08450704225352113,9.0,6.0,0.9545454545454546,110,5,105,3,2,5
V7,volatility,Consecutive Down Candles,AVAX,D,0.22727272727272727,0.7272727272727273,0.3463203463203463,10.28,9.0,0.7727272727272727,110,25,85,16,6,22
V7,volatility,Consecutive Down Candles,XRP,ALL,0.3300970873786408,0.7096774193548387,0.4506024096385542,9.794117647058824,10.0,0.6699029126213593,103,34,69,22,9,31
V7,volatility,Consecutive Down Candles,XRP,A,0.2912621359223301,1.0,0.4511278195488722,9.533333333333333,9.5,0.7087378640776699,103,30,73,18,0,18
V7,volatility,Consecutive Down Candles,XRP,B,0.23300970873786409,0.6956521739130435,0.34909090909090906,10.083333333333334,9.5,0.7669902912621359,103,24,79,16,7,23
V7,volatility,Consecutive Down Candles,XRP,C,0.1262135922330097,0.6428571428571429,0.21100090171325517,10.846153846153847,10.0,0.8737864077669902,103,13,90,9,5,14
