indicator,category,name,symbol,crash_type,precision,recall,f1,avg_lead_time,median_lead_time,false_alarm_rate,total_signals,true_positives,false_positives,detected_crashes,missed_crashes,total_crashes
T5,trend,Parabolic SAR Bearish Flip,BTC,A,0.16176470588235295,1.0,0.27848101265822783,9.0,9.0,0.8382352941176471,68,11,57,9,0,9
T5,trend,Parabolic SAR Bearish Flip,BTC,B,0.27941176470588236,0.8666666666666667,0.4225834046193328,7.842105263157895,5.0,0.7205882352941176,68,19,49,13,2,15
T5,trend,Parabolic SAR Bearish Flip,BTC,C,0.058823529411764705,0.42857142857142855,0.10344827586206895,8.5,6.5,0.9411764705882353,68,4,64,3,4,7
T5,trend,Parabolic SAR Bearish Flip,BTC,D,0.1323529411764706,0.7777777777777778,0.22621184919210055,8.666666666666666,7.0,0.8676470588235294,68,9,59,7,2,9
T5,trend,Parabolic SAR Bearish Flip,ETH,ALL,0.31343283582089554,0.5806451612903226,0.40710823909531507,8.047619047619047,8.0,0.6865671641791045,67,21,46,18,13,31
T5,trend,Parabolic SAR Bearish Flip,ETH,A,0.26865671641791045,0.7894736842105263,0.40089086859688194,8.055555555555555,6.5,0.7313432835820896,67,18,49,15,4,19
T5,trend,Parabolic SAR Bearish Flip,ETH,B,0.29850746268656714,0.64,0.4071246819338422,7.75,8.0,0.7014925373134329,67,20,47,16,9,25
T5,trend,Parabolic SAR Bearish Flip,ETH,C,0.13432835820895522,0.6363636363636364,0.22183098591549294,11.666666666666666,10.0,0.8656716417910447,67,9,58,7,4,11
T5,trend,Parabolic SAR Bearish Flip,ETH,D,0.1791044776119403,0.5882352941176471,0.2745995423340961,12.416666666666666,12.5,0.8208955223880597,67,12,55,10,7,17
T5,trend,Parabolic SAR Bearish Flip,SOL,ALL,0.3709677419354839,0.6285714285714286,0.4665744582757031,7.3478260869565215,7.0,0.6290322580645161,62,23,39,22,13,35
T5,trend,Parabolic SAR Bearish Flip,SOL,A,0.3225806451612903,0.8260869565217391,0.46398046398046394,6.6,5.0,0.6774193548387096,62,20,42,19,4,23
T5,trend,Parabolic SAR Bearish Flip,SOL,B,0.4032258064516129,0.6875,0.5083179297597042,6.72,5.0,0.5967741935483871,62,25,37,22,10,32
T5,trend,Parabolic SAR Bearish Flip,SOL,C,0.1774193548387097,0.8333333333333334,0.2925531914893617,8.0,7.0,0.8225806451612904,62,11,51,10,2,12
T5,trend,Parabolic SAR Bearish Flip,SOL,D,0.20967741935483872,0.52,0.29885057471264365,8.0,7.0,0.7903225806451613,62,13,49,13,12,25
T5,trend,Parabolic SAR Bearish Flip,DOGE,ALL,0.3448275862068966,0.5588235294117647,0.4264870931537598,9.1,8.5,0.6551724137931034,58,20,38,19,15,34
T5,trend,Parabolic SAR Bearish Flip,DOGE,A,0.3793103448275862,0.8076923076923077,0.5162011173184358,8.227272727272727,6.0,0.6206896551724138,58,22,36,21,5,26
T5,trend,Parabolic SAR Bearish Flip,DOGE,B,0.3793103448275862,0.6060606060606061,0.46659597030752914,7.818181818181818,6.5,0.6206896551724138,58,22,36,20,13,33
T5,trend,Parabolic SAR Bearish Flip,DOGE,C,0.10344827586206896,0.7142857142857143,0.1807228915662651,10.5,9.0,0.896551724137931,58,6,52,5,2,7
T5,trend,Parabolic SAR Bearish Flip,DOGE,D,0.25862068965517243,0.5416666666666666,0.35008976660682223,11.4,11.0,0.7413793103448276,58,15,43,13,11,24
T5,trend,Parabolic SAR Bearish Flip,OP,ALL,0.2542372881355932,0.46875,0.32967032967032966,9.933333333333334,8.0,0.7457627118644068,59,15,44,15,17,32
T5,trend,Parabolic SAR Bearish Flip,OP,A,0.4406779661016949,0.8518518518518519,0.5808644973288004,7.423076923076923,6.0,0.559322033898305,59,26,33,23,4,27
T5,trend,Parabolic SAR Bearish Flip,OP,B,0.3220338983050847,0.5625,0.40958083832335324,8.631578947368421,7.0,0.6779661016949152,59,19,40,18,14,32
T5,trend,Parabolic SAR Bearish Flip,OP,C,0.0847457627118644,0.8,0.1532567049808429,11.2,10.0,0.9152542372881356,59,5,54,4,1,5
T5,trend,Parabolic SAR Bearish Flip,OP,D,0.2033898305084746,0.5217391304347826,0.29268292682926833,10.916666666666666,11.5,0.7966101694915254,59,12,47,12,11,23
T5,trend,Parabolic SAR Bearish Flip,AVAX,ALL,0.36764705882352944,0.7666666666666667,0.4969749351771825,8.56,7.0,0.6323529411764706,68,25,43,23,7,30
T5,trend,Parabolic SAR Bearish Flip,AVAX,A,0.38235294117647056,0.875,0.5321637426900585,6.961538461538462,5.5,0.6176470588235294,68,26,42,21,3,24
T5,trend,Parabolic SAR Bearish Flip,AVAX,B,0.38235294117647056,0.8275862068965517,0.5230511316010059,8.307692307692308,7.0,0.6176470588235294,68,26,42,24,5,29
T5,trend,Parabolic SAR Bearish Flip,AVAX,C,0.07352941176470588,0.8,0.1346801346801347,9.6,6.0,0.9264705882352942,68,5,63,4,1,5
T5,trend,Parabolic SAR Bearish Flip,AVAX,D,0.3235294117647059,0.8636363636363636,0.4707207207207207,9.409090909090908,6.5,0.6764705882352942,68,22,46,19,3,22
T5,trend,Parabolic SAR Bearish Flip,XRP,ALL,0.3275862068965517,0.6129032258064516,0.42696629213483145,8.68421052631579,9.0,0.6724137931034483,58,19,39,19,12,31
T5,trend,Parabolic SAR Bearish Flip,XRP,A,0.29310344827586204,0.8333333333333334,0.4336734693877551,7.9411764705882355,4.0,0.7068965517241379,58,17,41,15,3,18
T5,trend,Parabolic SAR Bearish Flip,XRP,B,0.25862068965517243,0.6521739130434783,0.37037037037037046,8.4,6.0,0.7413793103448276,58,15,43,15,8,23
T5,trend,Parabolic SAR Bearish Flip,XRP,C,0.20689655172413793,0.7142857142857143,0.3208556149732621,10.25,9.5,0.7931034482758621,58,12,46,10,4,14
T5,trend,Parabolic SAR Bearish Flip,XRP,D,0.1896551724137931,0.5263157894736842,0.27883396704689484,11.363636363636363,11.0,0.8103448275862069,58,11,47,10,9,19
T5,trend,Parabolic SAR Bearish Flip,XLM,ALL,0.3333333333333333,0.6923076923076923,0.45,9.4,8.0,0.6666666666666666,60,20,40,18,8,26
T5,trend,Parabolic SAR Bearish Flip,XLM,A,0.25,0.8,0.38095238095238093,8.533333333333333,5.0,0.75,60,15,45,12,3,15
T5,trend,Parabolic SAR Bearish Flip,XLM,B,0.3,0.7142857142857143,0.4225352112676056,8.722222222222221,8.5,0.7,60,18,42,15,6,21
T5,trend,Parabolic SAR Bearish Flip,XLM,C,0.11666666666666667,0.7,0.2,11.571428571428571,11.0,0.8833333333333333,60,7,53,7,3,10
T5,trend,Parabolic SAR Bearish Flip,XLM,D,0.25,0.7647058823529411,0.37681159420289856,8.333333333333334,7.0,0.75,60,15,45,13,4,17
T5,trend,Parabolic SAR Bearish Flip,SUI,ALL,0.45454545454545453,0.6428571428571429,0.5325443786982248,8.05,6.5,0.5454545454545454,44,20,24,18,10,28
T5,trend,Parabolic SAR Bearish Flip,SUI,A,0.4318181818181818,0.8,0.5608856088560885,9.210526315789474,10.0,0.5681818181818182,44,19,25,16,4,20
T5,trend,Parabolic SAR Bearish Flip,SUI,B,0.45454545454545453,0.7083333333333334,0.5537459283387622,8.85,7.0,0.5454545454545454,44,20,24,17,7,24
T5,trend,Parabolic SAR Bearish Flip,SUI,C,0.13636363636363635,0.7142857142857143,0.22900763358778622,12.166666666666666,14.0,0.8636363636363636,44,6,38,5,2,7
T5,trend,Parabolic SAR Bearish Flip,SUI,D,0.4090909090909091,0.8,0.5413533834586467,10.777777777777779,10.0,0.5909090909090909,44,18,26,16,4,20
T6,trend,Lower High + Lower Low,BTC,ALL,0.3870967741935484,0.45,0.41618497109826585,9.333333333333334,9.0,0.6129032258064516,31,12,19,9,11,20
T6,trend,Lower High + Lower Low,BTC,A,0.12903225806451613,0.4444444444444444,0.19999999999999998,9.5,11.0,0.8709677419354839,31,4,27,4,5,9
T6,trend,Lower High + Lower Low,BTC,B,0.22580645161290322,0.4,0.288659793814433,8.571428571428571,9.0,0.7741935483870968,31,7,24,6,9,15
T6,trend,Lower High + Lower Low,BTC,C,0.2903225806451613,0.7142857142857143,0.41284403669724773,9.444444444444445,9.0,0.7096774193548387,31,9,22,5,2,7
T6,trend,Lower High + Lower Low,BTC,D,0.1935483870967742,0.5555555555555556,0.28708133971291866,7.0,7.5,0.8064516129032258,31,6,25,5,4,9
T6,trend,Lower High + Lower Low,ETH,ALL,0.45161290322580644,0.45161290322580644,0.45161290322580644,10.214285714285714,9.0,0.5483870967741935,31,14,17,14,17,31
T6,trend,Lower High + Lower Low,ETH,A,0.25806451612903225,0.3684210526315789,0.3035230352303523,10.75,11.5,0.7419354838709677,31,8,23,7,12,19
T6,trend,Lower High + Lower Low,ETH,B,0.3548387096774194,0.44,0.3928571428571428,9.727272727272727,8.0,0.6451612903225806,31,11,20,11,14,25
T6,trend,Lower High + Lower Low,ETH,C,0.22580645161290322,0.6363636363636364,0.3333333333333333,9.857142857142858,6.0,0.7741935483870968,31,7,24,7,4,11
T6,trend,Lower High + Lower Low,ETH,D,0.22580645161290322,0.4117647058823529,0.29166666666666663,10.714285714285714,12.0,0.7741935483870968,31,7,24,7,10,17
T6,trend,Lower High + Lower Low,SOL,ALL,0.3333333333333333,0.2571428571428571,0.2903225806451613,11.8,11.5,0.6666666666666666,30,10,20,9,26,35
T6,trend,Lower High + Lower Low,SOL,A,0.2,0.2608695652173913,0.22641509433962265,7.5,4.0,0.8,30,6,24,6,17,23
T6,trend,Lower High + Lower Low,SOL,B,0.4,0.34375,0.3697478991596639,10.333333333333334,11.5,0.6,30,12,18,11,21,32
T6,trend,Lower High + Lower Low,SOL,C,0.06666666666666667,0.16666666666666666,0.09523809523809522,19.5,19.5,0.9333333333333333,30,2,28,2,10,12
T6,trend,Lower High + Lower Low,SOL,D,0.2,0.24,0.2181818181818182,11.666666666666666,13.0,0.8,30,6,24,6,19,25
T6,trend,Lower High + Lower Low,DOGE,ALL,0.3333333333333333,0.29411764705882354,0.3125,13.6,16.5,0.6666666666666666,30,10,20,10,24,34
T6,trend,Lower High + Lower Low,DOGE,A,0.2,0.2692307692307692,0.22950819672131148,5.833333333333333,3.0,0.8,30,6,24,7,19,26
T6,trend,Lower High + Lower Low,DOGE,B,0.4,0.36363636363636365,0.380952380952381,13.416666666666666,17.0,0.6,30,12,18,12,21,33
T6,trend,Lower High + Lower Low,DOGE,C,0.1,0.42857142857142855,0.16216216216216217,10.333333333333334,10.0,0.9,30,3,27,3,4,7
T6,trend,Lower High + Lower Low,DOGE,D,0.26666666666666666,0.3333333333333333,0.2962962962962963,13.0,16.5,0.7333333333333333,30,8,22,8,16,24
T6,trend,Lower High + Lower Low,OP,ALL,0.32,0.25,0.2807017543859649,8.75,7.0,0.68,25,8,17,8,24,32
T6,trend,Lower High + Lower Low,OP,A,0.32,0.2962962962962963,0.30769230769230765,8.5,8.5,0.68,25,8,17,8,19,27
T6,trend,Lower High + Lower Low,OP,B,0.32,0.25,0.2807017543859649,9.0,8.0,0.68,25,8,17,8,24,32
T6,trend,Lower High + Lower Low,OP,C,0.0,0.0,0.0,,,1.0,25,0,25,0,5,5
T6,trend,Lower High + Lower Low,OP,D,0.28,0.30434782608695654,0.2916666666666667,7.571428571428571,7.0,0.72,25,7,18,7,16,23
T6,trend,Lower High + Lower Low,AVAX,ALL,0.2692307692307692,0.23333333333333334,0.25,9.571428571428571,8.0,0.7307692307692307,26,7,19,7,23,30
T6,trend,Lower High + Lower Low,AVAX,A,0.2692307692307692,0.2916666666666667,0.27999999999999997,9.142857142857142,7.0,0.7307692307692307,26,7,19,7,17,24
T6,trend,Lower High + Lower Low,AVAX,B,0.2692307692307692,0.2413793103448276,0.2545454545454545,10.0,8.0,0.7307692307692307,26,7,19,7,22,29
T6,trend,Lower High + Lower Low,AVAX,C,0.0,0.0,0.0,,,1.0,26,0,26,0,5,5
T6,trend,Lower High + Lower Low,AVAX,D,0.15384615384615385,0.18181818181818182,0.16666666666666669,7.75,4.0,0.8461538461538461,26,4,22,4,18,22
T6,trend,Lower High + Lower Low,XRP,ALL,0.4117647058823529,0.45161290322580644,0.4307692307692308,8.285714285714286,7.0,0.5882352941176471,34,14,20,14,17,31
T6,trend,Lower High + Lower Low,XRP,A,0.23529411764705882,0.3888888888888889,0.2931937172774869,7.375,4.0,0.7647058823529411,34,8,26,7,11,18
T6,trend,Lower High + Lower Low,XRP,B,0.3235294117647059,0.43478260869565216,0.37099494097807756,10.272727272727273,13.0,0.6764705882352942,34,11,23,10,13,23
T6,trend,Lower High + Lower Low,XRP,C,0.14705882352941177,0.35714285714285715,0.20833333333333334,9.4,7.0,0.8529411764705882,34,5,29,5,9,14
T6,trend,Lower High + Lower Low,XRP,D,0.20588235294117646,0.3684210526315789,0.2641509433962264,12.142857142857142,14.0,0.7941176470588235,34,7,27,7,12,19
T6,trend,Lower High + Lower Low,XLM,ALL,0.3170731707317073,0.5,0.38805970149253727,13.615384615384615,15.0,0.6829268292682927,41,13,28,13,13,26
T6,trend,Lower High + Lower Low,XLM,A,0.1951219512195122,0.5333333333333333,0.2857142857142857,11.5,13.0,0.8048780487804879,41,8,33,8,7,15
T6,trend,Lower High + Lower Low,XLM,B,0.24390243902439024,0.47619047619047616,0.3225806451612903,15.0,17.5,0.7560975609756098,41,10,31,10,11,21
T6,trend,Lower High + Lower Low,XLM,C,0.0975609756097561,0.3,0.14723926380368096,14.0,13.5,0.9024390243902439,41,4,37,3,7,10
T6,trend,Lower High + Lower Low,XLM,D,0.24390243902439024,0.5882352941176471,0.3448275862068965,14.3,14.5,0.7560975609756098,41,10,31,10,7,17
T6,trend,Lower High + Lower Low,SUI,ALL,0.3333333333333333,0.21428571428571427,0.2608695652173913,11.142857142857142,9.0,0.6666666666666666,21,7,14,6,22,28
T6,trend,Lower High + Lower Low,SUI,A,0.23809523809523808,0.3,0.26548672566371684,6.2,2.0,0.7619047619047619,21,5,16,6,14,20
T6,trend,Lower High + Lower Low,SUI,B,0.23809523809523808,0.20833333333333334,0.22222222222222224,10.0,9.0,0.7619047619047619,21,5,16,5,19,24
T6,trend,Lower High + Lower Low,SUI,C,0.09523809523809523,0.14285714285714285,0.11428571428571427,14.0,14.0,0.9047619047619048,21,2,19,1,6,7
T6,trend,Lower High + Lower Low,SUI,D,0.2857142857142857,0.3,0.2926829268292683,6.5,4.0,0.7142857142857143,21,6,15,6,14,20
T7,trend,Ichimoku Cloud Breakdown,BTC,ALL,0.2653061224489796,0.5,0.3466666666666667,9.76923076923077,13.0,0.7346938775510204,49,13,36,10,10,20
T7,trend,Ichimoku Cloud Breakdown,BTC,A,0.14285714285714285,0.5555555555555556,0.22727272727272727,8.0,5.0,0.8571428571428571,49,7,42,5,4,9
T7,trend,Ichimoku Cloud Breakdown,BTC,B,0.22448979591836735,0.5333333333333333,0.31597845601436264,9.0,6.0,0.7755102040816326,49,11,38,8,7,15
T7,trend,Ichimoku Cloud Breakdown,BTC,C,0.10204081632653061,0.7142857142857143,0.17857142857142858,12.2,13.0,0.8979591836734694,49,5,44,5,2,7
T7,trend,Ichimoku Cloud Breakdown,BTC,D,0.08163265306122448,0.3333333333333333,0.13114754098360654,13.25,14.0,0.9183673469387755,49,4,45,3,6,9
T7,trend,Ichimoku Cloud Breakdown,ETH,ALL,0.42857142857142855,0.3225806451612903,0.36809815950920244,7.722222222222222,8.0,0.5714285714285714,42,18,24,10,21,31
T7,trend,Ichimoku Cloud Breakdown,ETH,A,0.30952380952380953,0.3684210526315789,0.3364140480591497,11.076923076923077,11.0,0.6904761904761905,42,13,29,7,12,19
T7,trend,Ichimoku Cloud Breakdown,ETH,B,0.3333333333333333,0.28,0.30434782608695654,7.571428571428571,8.0,0.6666666666666666,42,14,28,7,18,25
T7,trend,Ichimoku Cloud Breakdown,ETH,C,0.23809523809523808,0.45454545454545453,0.31249999999999994,7.9,8.5,0.7619047619047619,42,10,32,5,6,11
T7,trend,Ichimoku Cloud Breakdown,ETH,D,0.21428571428571427,0.23529411764705882,0.22429906542056074,12.333333333333334,12.0,0.7857142857142857,42,9,33,4,13,17
T7,trend,Ichimoku Cloud Breakdown,SOL,ALL,0.40476190476190477,0.3142857142857143,0.3538315988647115,11.882352941176471,11.0,0.5952380952380952,42,17,25,11,24,35
T7,trend,Ichimoku Cloud Breakdown,SOL,A,0.38095238095238093,0.43478260869565216,0.4060913705583757,10.125,10.0,0.6190476190476191,42,16,26,10,13,23
T7,trend,Ichimoku Cloud Breakdown,SOL,B,0.40476190476190477,0.34375,0.37176938369781315,10.705882352941176,10.0,0.5952380952380952,42,17,25,11,21,32
T7,trend,Ichimoku Cloud Breakdown,SOL,C,0.023809523809523808,0.08333333333333333,0.037037037037037035,19.0,19.0,0.9761904761904762,42,1,41,1,11,12
T7,trend,Ichimoku Cloud Breakdown,SOL,D,0.2857142857142857,0.32,0.30188679245283023,12.0,11.0,0.7142857142857143,42,12,30,8,17,25
T7,trend,Ichimoku Cloud Breakdown,DOGE,ALL,0.475,0.5,0.48717948717948717,11.842105263157896,12.0,0.525,40,19,21,17,17,34
T7,trend,Ichimoku Cloud Breakdown,DOGE,A,0.275,0.38461538461538464,0.3206997084548105,12.090909090909092,12.0,0.725,40,11,29,10,16,26
T7,trend,Ichimoku Cloud Breakdown,DOGE,B,0.5,0.5151515151515151,0.5074626865671642,11.6,12.5,0.5,40,20,20,17,16,33
T7,trend,Ichimoku Cloud Breakdown,DOGE,C,0.025,0.14285714285714285,0.0425531914893617,20.0,20.0,0.975,40,1,39,1,6,7
T7,trend,Ichimoku Cloud Breakdown,DOGE,D,0.225,0.3333333333333333,0.26865671641791045,11.666666666666666,13.0,0.775,40,9,31,8,16,24
T7,trend,Ichimoku Cloud Breakdown,OP,ALL,0.4473684210526316,0.3125,0.36796536796536794,9.117647058823529,7.0,0.5526315789473685,38,17,21,10,22,32
T7,trend,Ichimoku Cloud Breakdown,OP,A,0.5,0.4074074074074074,0.44897959183673464,8.210526315789474,8.0,0.5,38,19,19,11,16,27
T7,trend,Ichimoku Cloud Breakdown,OP,B,0.5263157894736842,0.34375,0.4158790170132325,8.5,6.5,0.47368421052631576,38,20,18,11,21,32
T7,trend,Ichimoku Cloud Breakdown,OP,C,0.10526315789473684,0.4,0.16666666666666666,11.5,12.0,0.8947368421052632,38,4,34,2,3,5
T7,trend,Ichimoku Cloud Breakdown,OP,D,0.4473684210526316,0.34782608695652173,0.39136690647482014,11.117647058823529,10.0,0.5526315789473685,38,17,21,8,15,23
T7,trend,Ichimoku Cloud Breakdown,AVAX,ALL,0.42592592592592593,0.3,0.3520408163265306,11.304347826086957,11.0,0.5740740740740741,54,23,31,9,21,30
T7,trend,Ichimoku Cloud Breakdown,AVAX,A,0.3148148148148148,0.2916666666666667,0.30279898218829515,11.117647058823529,11.0,0.6851851851851852,54,17,37,7,17,24
T7,trend,Ichimoku Cloud Breakdown,AVAX,B,0.3888888888888889,0.27586206896551724,0.3227665706051873,10.952380952380953,11.0,0.6111111111111112,54,21,33,8,21,29
T7,trend,Ichimoku Cloud Breakdown,AVAX,C,0.037037037037037035,0.2,0.0625,17.0,17.0,0.9629629629629629,54,2,52,1,4,5
T7,trend,Ichimoku Cloud Breakdown,AVAX,D,0.2222222222222222,0.22727272727272727,0.22471910112359547,11.5,9.5,0.7777777777777778,54,12,42,5,17,22
T7,trend,Ichimoku Cloud Breakdown,XRP,ALL,0.2903225806451613,0.3548387096774194,0.3193548387096774,8.5,9.0,0.7096774193548387,62,18,44,11,20,31
T7,trend,Ichimoku Cloud Breakdown,XRP,A,0.24193548387096775,0.5,0.32608695652173914,9.066666666666666,9.0,0.7580645161290323,62,15,47,9,9,18
T7,trend,Ichimoku Cloud Breakdown,XRP,B,0.22580645161290322,0.34782608695652173,0.27383863080684595,8.857142857142858,9.0,0.7741935483870968,62,14,48,8,15,23
T7,trend,Ichimoku Cloud Breakdown,XRP,C,0.016129032258064516,0.07142857142857142,0.026315789473684213,1.0,1.0,0.9838709677419355,62,1,61,1,13,14
T7,trend,Ichimoku Cloud Breakdown,XRP,D,0.24193548387096775,0.42105263157894735,0.3072983354673496,10.333333333333334,10.0,0.7580645161290323,62,15,47,8,11,19
T7,trend,Ichimoku Cloud Breakdown,XLM,ALL,0.24324324324324326,0.23076923076923078,0.23684210526315788,15.666666666666666,18.0,0.7567567567567568,37,9,28,6,20,26
T7,trend,Ichimoku Cloud Breakdown,XLM,A,0.13513513513513514,0.26666666666666666,0.17937219730941703,12.2,18.0,0.8648648648648649,37,5,32,4,11,15
T7,trend,Ichimoku Cloud Breakdown,XLM,B,0.10810810810810811,0.14285714285714285,0.12307692307692308,14.25,18.0,0.8918918918918919,37,4,33,3,18,21
T7,trend,Ichimoku Cloud Breakdown,XLM,C,0.10810810810810811,0.2,0.14035087719298245,13.5,16.0,0.8918918918918919,37,4,33,2,8,10
T7,trend,Ichimoku Cloud Breakdown,XLM,D,0.21621621621621623,0.4117647058823529,0.28354430379746837,13.5,17.5,0.7837837837837838,37,8,29,7,10,17
T7,trend,Ichimoku Cloud Breakdown,SUI,ALL,0.4444444444444444,0.21428571428571427,0.2891566265060241,10.25,11.0,0.5555555555555556,27,12,15,6,22,28
T7,trend,Ichimoku Cloud Breakdown,SUI,A,0.37037037037037035,0.2,0.2597402597402597,11.4,12.0,0.6296296296296297,27,10,17,4,16,20
T7,trend,Ichimoku Cloud Breakdown,SUI,B,0.2962962962962963,0.20833333333333334,0.24464831804281342,9.25,7.5,0.7037037037037037,27,8,19,5,19,24
T7,trend,Ichimoku Cloud Breakdown,SUI,C,0.0,0.0,0.0,,,1.0,27,0,27,0,7,7
T7,trend,Ichimoku Cloud Breakdown,SUI,D,0.3333333333333333,0.25,0.28571428571428575,8.666666666666666,7.0,0.6666666666666666,27,9,18,5,15,20
V1,volatility,Bollinger Lower Break,BTC,ALL,0.4,0.45,0.4235294117647059,9.375,9.5,0.6,40,16,24,9,11,20
V1,volatility,Bollinger Lower Break,BTC,A,0.225,0.6666666666666666,0.33644859813084116,5.777777777777778,4.0,0.775,40,9,31,6,3,9
V1,volatility,Bollinger Lower Break,BTC,B,0.225,0.4,0.28800000000000003,6.222222222222222,2.0,0.775,40,9,31,6,9,15
V1,volatility,Bollinger Lower Break,BTC,C,0.25,0.8571428571428571,0.3870967741935483,11.5,12.0,0.75,40,10,30,6,1,7
V1,volatility,Bollinger Lower Break,BTC,D,0.175,0.4444444444444444,0.2511210762331838,5.714285714285714,5.0,0.825,40,7,33,4,5,9
V1,volatility,Bollinger Lower Break,ETH,ALL,0.36363636363636365,0.3548387096774194,0.35918367346938773,12.0625,16.0,0.6363636363636364,44,16,28,11,20,31
V1,volatility,Bollinger Lower Break,ETH,A,0.38636363636363635,0.5263157894736842,0.44560943643512446,7.411764705882353,4.0,0.6136363636363636,44,17,27,10,9,19
V1,volatility,Bollinger Lower Break,ETH,B,0.3181818181818182,0.32,0.3190883190883191,11.285714285714286,13.0,0.6818181818181818,44,14,30,8,17,25
V1,volatility,Bollinger Lower Break,ETH,C,0.25,0.7272727272727273,0.37209302325581395,13.818181818181818,18.0,0.75,44,11,33,8,3,11
V1,volatility,Bollinger Lower Break,ETH,D,0.29545454545454547,0.47058823529411764,0.36300174520069806,10.615384615384615,11.0,0.7045454545454546,44,13,31,8,9,17
V1,volatility,Bollinger Lower Break,SOL,ALL,0.1590909090909091,0.17142857142857143,0.16502946954813358,13.714285714285714,17.0,0.8409090909090909,44,7,37,6,29,35
V1,volatility,Bollinger Lower Break,SOL,A,0.25,0.391304347826087,0.3050847457627119,6.090909090909091,4.0,0.75,44,11,33,9,14,23
V1,volatility,Bollinger Lower Break,SOL,B,0.22727272727272727,0.21875,0.22292993630573246,7.7,6.5,0.7727272727272727,44,10,34,7,25,32
V1,volatility,Bollinger Lower Break,SOL,C,0.06818181818181818,0.25,0.10714285714285714,9.333333333333334,10.0,0.9318181818181818,44,3,41,3,9,12
V1,volatility,Bollinger Lower Break,SOL,D,0.1590909090909091,0.24,0.19134396355353075,14.285714285714286,17.0,0.8409090909090909,44,7,37,6,19,25
V1,volatility,Bollinger Lower Break,DOGE,ALL,0.26,0.35294117647058826,0.29942418426103645,10.384615384615385,14.0,0.74,50,13,37,12,22,34
V1,volatility,Bollinger Lower Break,DOGE,A,0.3,0.46153846153846156,0.3636363636363637,6.933333333333334,5.0,0.7,50,15,35,12,14,26
V1,volatility,Bollinger Lower Break,DOGE,B,0.38,0.45454545454545453,0.4139433551198258,9.210526315789474,6.0,0.62,50,19,31,15,18,33
V1,volatility,Bollinger Lower Break,DOGE,C,0.06,0.42857142857142855,0.10526315789473684,14.0,19.0,0.94,50,3,47,3,4,7
V1,volatility,Bollinger Lower Break,DOGE,D,0.18,0.375,0.24324324324324328,9.88888888888889,11.0,0.82,50,9,41,9,15,24
V1,volatility,Bollinger Lower Break,OP,ALL,0.21739130434782608,0.25,0.23255813953488372,16.7,18.5,0.782608695652174,46,10,36,8,24,32
V1,volatility,Bollinger Lower Break,OP,A,0.1956521739130435,0.3333333333333333,0.2465753424657534,6.222222222222222,3.0,0.8043478260869565,46,9,37,9,18,27
V1,volatility,Bollinger Lower Break,OP,B,0.21739130434782608,0.25,0.23255813953488372,13.1,16.5,0.782608695652174,46,10,36,8,24,32
V1,volatility,Bollinger Lower Break,OP,C,0.0,0.0,0.0,,,1.0,46,0,46,0,5,5
V1,volatility,Bollinger Lower Break,OP,D,0.13043478260869565,0.2608695652173913,0.1739130434782609,14.666666666666666,17.5,0.8695652173913043,46,6,40,6,17,23
V1,volatility,Bollinger Lower Break,AVAX,ALL,0.2,0.2,0.20000000000000004,14.555555555555555,19.0,0.8,45,9,36,6,24,30
V1,volatility,Bollinger Lower Break,AVAX,A,0.15555555555555556,0.25,0.1917808219178082,6.571428571428571,5.0,0.8444444444444444,45,7,38,6,18,24
V1,volatility,Bollinger Lower Break,AVAX,B,0.2,0.20689655172413793,0.20338983050847456,12.333333333333334,18.0,0.8,45,9,36,6,23,29
V1,volatility,Bollinger Lower Break,AVAX,C,0.022222222222222223,0.2,0.039999999999999994,18.0,18.0,0.9777777777777777,45,1,44,1,4,5
V1,volatility,Bollinger Lower Break,AVAX,D,0.13333333333333333,0.18181818181818182,0.15384615384615383,14.666666666666666,18.5,0.8666666666666667,45,6,39,4,18,22
