rank,members,size,strategy,f1,precision,recall,false_alarm_rate,avg_lead_time,total_signals,detected_crashes,total_crashes
154,VOL6+VOL3,2,OR,0.5169071891963458,0.36095856215676486,0.9101123595505618,0.6390414378432352,10.881352824918539,2003,243,267
155,V7+X5+M6,3,OR,0.5167149753681196,0.3531453362255965,0.9625468164794008,0.6468546637744035,10.208845353526094,2305,257,267
156,M8+V7+VOL4,3,OR,0.5163435905750515,0.3586769759450172,0.9213483146067416,0.6413230240549829,10.37515754395704,2328,246,267
157,V7+V4,2,OR,0.5160668281911305,0.35784635587655944,0.9250936329588015,0.6421536441234406,10.439102371278643,1523,247,267
158,VOL6+V7+VOL3,3,OR,0.5158100742746201,0.35541008856372736,0.9400749063670412,0.6445899114362726,10.898873367693362,2597,251,267
159,M8+VOL4,2,OR,0.5150086565907069,0.3708149084017688,0.8426966292134831,0.6291850915982312,10.04469028825402,1583,225,267
160,VOL6+M8+V7,3,OR,0.5134790278657921,0.3521545319465082,0.947565543071161,0.6478454680534919,10.601250972931991,2692,253,267
161,M8+X5+VOL4,3,OR,0.5129350089872555,0.35767634854771785,0.9063670411985019,0.6423236514522822,10.168335839539026,2410,242,267
162,M5+M7+V4,3,MAJORITY,0.5126912515905921,0.4663299663299663,0.5692883895131086,0.5336700336700336,10.09623439873087,594,152,267
163,M5+M7+V4,3,WEIGHTED,0.5126912515905921,0.4663299663299663,0.5692883895131086,0.5336700336700336,10.09623439873087,594,152,267
164,V7+VOL3+VOL4,3,OR,0.5121025002588326,0.35571923743500866,0.9138576779026217,0.6442807625649913,10.599404514323869,2308,244,267
165,X5+V4,2,OR,0.5098725236096451,0.34877072612921667,0.947565543071161,0.6512292738707833,9.952417748004331,1749,253,267
166,VOL6+X5+VOL3,3,OR,0.5092288129193174,0.3507670850767085,0.9288389513108615,0.6492329149232915,10.669709804183842,2868,248,267
167,VOL6+M8+X5,3,OR,0.5089111150608348,0.3504656778199379,0.9288389513108615,0.6495343221800621,10.412647754675305,2899,248,267
168,VOL6+V7+VOL4,3,OR,0.5081736252431961,0.3503006012024048,0.9250936329588015,0.6496993987975952,10.63700995333466,2495,247,267
169,V7+X5+V4,3,OR,0.5077337468881361,0.34292565947242204,0.9775280898876404,0.657074340527578,10.275070305703753,2502,261,267
170,X5+VOL3+VOL4,3,OR,0.5077308387412285,0.35096350963509637,0.9176029962546817,0.6490364903649036,10.402912979067224,2439,245,267
171,M5+M7+V7,3,WEIGHTED,0.5070116531700574,0.4594594594594595,0.5655430711610487,0.5405405405405406,10.238732534857633,555,151,267
172,M5+M7+V7,3,MAJORITY,0.5070116531700574,0.4594594594594595,0.5655430711610487,0.5405405405405406,10.238732534857633,555,151,267
173,M8+V7,2,OR,0.5063305136285731,0.35185185185185186,0.9026217228464419,0.6481481481481481,10.388856883397768,1836,241,267
174,M8+X5,2,OR,0.5059154360999867,0.35377597567156616,0.8876404494382022,0.6462240243284338,10.038792182802887,1973,237,267
175,VOL6+VOL4,2,OR,0.5054411470680643,0.35331230283911674,0.8876404494382022,0.6466876971608833,10.48844425073459,1902,237,267
176,VOL6+M8,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
177,M8+VOL3,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
178,M8+VOL4,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
179,M8+V4,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
180,M8+V7,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
181,M8+X5,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
182,M8+M6,2,WEIGHTED,0.5040622820411318,0.37087378640776697,0.7865168539325843,0.629126213592233,9.759010471573681,1030,210,267
183,M8+V7+X5,3,OR,0.5022615270370621,0.3441894892672095,0.9288389513108615,0.6558105107327905,10.315749686286562,2702,248,267
184,X5+VOL3,2,OR,0.5018634941572917,0.3492475350285418,0.8913857677902621,0.6507524649714582,10.508244908260723,1927,238,267
185,M5+M7+VOL3,3,WEIGHTED,0.5011616966531617,0.45233968804159447,0.5617977528089888,0.5476603119584056,10.337258592903755,577,150,267
186,M5+M7+VOL3,3,MAJORITY,0.5011616966531617,0.45233968804159447,0.5617977528089888,0.5476603119584056,10.337258592903755,577,150,267
187,V7+VOL3,2,OR,0.5007176484607463,0.34988317757009346,0.8801498127340824,0.6501168224299065,10.978102879002007,1712,235,267
188,V7+X5+VOL3,3,OR,0.5001631274778074,0.3407212622088655,0.9400749063670412,0.6592787377911344,10.544840432812187,2662,251,267
189,VOL6+X5+VOL4,3,OR,0.49974993939579243,0.34338235294117647,0.9176029962546817,0.6566176470588235,10.485990933277643,2720,245,267
190,VOL3+VOL4,2,OR,0.4976801037717023,0.36164736164736166,0.797752808988764,0.6383526383526383,10.483796928254964,1554,213,267
191,V7+VOL4,2,OR,0.4967872837594837,0.34965902045877245,0.8576779026217228,0.6503409795412275,10.423222384858214,1613,229,267
192,VOL6+V7,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
193,VOL6+X5,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
194,VOL6+M6,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
195,VOL6+VOL3,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
196,VOL6+VOL4,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
197,VOL6+V4,2,WEIGHTED,0.4955448801004644,0.3503184713375796,0.846441947565543,0.6496815286624203,10.746456329992085,1256,226,267
198,VOL6+V7,2,OR,0.4951223036891995,0.34275248560962845,0.8913857677902621,0.6572475143903715,10.861926610501456,1911,238,267
199,M5+M7,2,AND,0.49438124064989736,0.4537037037037037,0.5430711610486891,0.5462962962962963,10.282494547006742,540,145,267
200,M5+M7,2,SEQUENTIAL,0.49378593067913457,0.4726890756302521,0.5168539325842697,0.5273109243697479,8.769319005410637,476,138,267
201,V7+X5+VOL4,3,OR,0.4935760985251635,0.3375796178343949,0.9176029962546817,0.6624203821656051,10.293533656442785,2512,245,267
202,M5+M7+X5,3,MAJORITY,0.493484052127583,0.4423076923076923,0.5580524344569289,0.5576923076923077,10.165599513986612,572,149,267
203,M5+M7+X5,3,WEIGHTED,0.493484052127583,0.4423076923076923,0.5580524344569289,0.5576923076923077,10.165599513986612,572,149,267
204,M5+VOL6+M7,3,WEIGHTED,0.49327012151926325,0.4492753623188406,0.5468164794007491,0.5507246376811594,10.194340615811203,552,146,267
205,M5+VOL6+M7,3,MAJORITY,0.49327012151926325,0.4492753623188406,0.5468164794007491,0.5507246376811594,10.194340615811203,552,146,267
206,X5+VOL4,2,OR,0.49179745459865,0.3423728813559322,0.8726591760299626,0.6576271186440678,10.059214281045747,1770,233,267
207,VOL6+X5,2,OR,0.4913265801261067,0.3385862224223323,0.8951310861423221,0.6614137775776677,10.516098962889567,2221,239,267
208,VOL6+V7+X5,3,OR,0.49110572235270183,0.33428367783321455,0.9250936329588015,0.6657163221667854,10.570564673438605,2806,247,267
209,M5+M7+M8,3,MAJORITY,0.49010002319774026,0.44404332129963897,0.5468164794007491,0.555956678700361,10.272580017092212,554,146,267
210,M5+M7+M8,3,WEIGHTED,0.49010002319774026,0.44404332129963897,0.5468164794007491,0.555956678700361,10.272580017092212,554,146,267
211,M5+M7+VOL4,3,WEIGHTED,0.4877136252488676,0.44014084507042256,0.5468164794007491,0.5598591549295775,10.31901093012204,568,146,267
212,M5+M7+VOL4,3,MAJORITY,0.4877136252488676,0.44014084507042256,0.5468164794007491,0.5598591549295775,10.31901093012204,568,146,267
213,M6+V4,2,WEIGHTED,0.4842707340324118,0.38023952095808383,0.6666666666666666,0.6197604790419161,9.557842213405713,668,178,267
214,V4+VOL4,2,WEIGHTED,0.4842707340324118,0.38023952095808383,0.6666666666666666,0.6197604790419161,9.557842213405713,668,178,267
215,VOL3+V4,2,WEIGHTED,0.4842707340324118,0.38023952095808383,0.6666666666666666,0.6197604790419161,9.557842213405713,668,178,267
216,V7+V4,2,WEIGHTED,0.4842707340324118,0.38023952095808383,0.6666666666666666,0.6197604790419161,9.557842213405713,668,178,267
217,X5+V4,2,WEIGHTED,0.4842707340324118,0.38023952095808383,0.6666666666666666,0.6197604790419161,9.557842213405713,668,178,267
218,VOL3+M6,2,WEIGHTED,0.48103135165339556,0.4717948717948718,0.49063670411985016,0.5282051282051282,9.831586484463722,390,131,267
219,X5+M6,2,WEIGHTED,0.48103135165339556,0.4717948717948718,0.49063670411985016,0.5282051282051282,9.831586484463722,390,131,267
220,M6+VOL4,2,WEIGHTED,0.48103135165339556,0.4717948717948718,0.49063670411985016,0.5282051282051282,9.831586484463722,390,131,267
221,V7+M6,2,WEIGHTED,0.48103135165339556,0.4717948717948718,0.49063670411985016,0.5282051282051282,9.831586484463722,390,131,267
222,V7+X5,2,OR,0.47914138454510635,0.32662304982385504,0.898876404494382,0.673376950176145,10.356180318167556,1987,240,267
223,V7+X5,2,WEIGHTED,0.46857840833293457,0.33106382978723403,0.8014981273408239,0.668936170212766,9.994521383688484,1175,214,267
224,X5+VOL3,2,WEIGHTED,0.46857840833293457,0.33106382978723403,0.8014981273408239,0.668936170212766,9.994521383688484,1175,214,267
225,X5+VOL4,2,WEIGHTED,0.46857840833293457,0.33106382978723403,0.8014981273408239,0.668936170212766,9.994521383688484,1175,214,267
226,V7+VOL3,2,WEIGHTED,0.4611536537499519,0.36394557823129253,0.6292134831460674,0.6360544217687075,11.120674802771578,882,168,267
227,VOL3+VOL4,2,WEIGHTED,0.4611536537499519,0.36394557823129253,0.6292134831460674,0.6360544217687075,11.120674802771578,882,168,267
228,V7+VOL4,2,WEIGHTED,0.4574352116975044,0.3593350383631714,0.6292134831460674,0.6406649616368286,9.842926970326396,782,168,267
229,M5+M6,2,SEQUENTIAL,0.4467358900874173,0.48788927335640137,0.41198501872659177,0.5121107266435986,9.97006082153141,289,110,267
230,VOL6+V7+X5,3,WEIGHTED,0.4316863666397474,0.35502958579881655,0.550561797752809,0.6449704142011834,10.537652000371299,507,147,267
231,VOL6+V7+X5,3,MAJORITY,0.4316863666397474,0.35502958579881655,0.550561797752809,0.6449704142011834,10.537652000371299,507,147,267
232,VOL6+M8,2,SEQUENTIAL,0.42448371565124093,0.38085539714867617,0.4794007490636704,0.6191446028513238,10.003374696788676,491,128,267
233,M7+M6,2,SEQUENTIAL,0.41823504809703055,0.4734848484848485,0.37453183520599254,0.5265151515151515,9.849656547866267,264,100,267
234,VOL6+X5+VOL4,3,MAJORITY,0.412359022556391,0.3576158940397351,0.4868913857677903,0.6423841059602649,8.924310608170257,453,130,267
235,VOL6+X5+VOL4,3,WEIGHTED,0.412359022556391,0.3576158940397351,0.4868913857677903,0.6423841059602649,8.924310608170257,453,130,267
236,VOL6+M8+X5,3,WEIGHTED,0.41181974380348063,0.34563106796116505,0.5093632958801498,0.654368932038835,9.481560102363188,515,136,267
237,VOL6+M8+X5,3,MAJORITY,0.41181974380348063,0.34563106796116505,0.5093632958801498,0.654368932038835,9.481560102363188,515,136,267
238,VOL6+X5,2,SEQUENTIAL,0.40957030938362615,0.34774774774774775,0.49812734082397003,0.6522522522522523,10.402345679012347,555,133,267
239,VOL6+M8+V7,3,WEIGHTED,0.4070211610504128,0.34232365145228216,0.50187265917603,0.6576763485477178,9.97064588318458,482,134,267
240,VOL6+M8+V7,3,MAJORITY,0.4070211610504128,0.34232365145228216,0.50187265917603,0.6576763485477178,9.97064588318458,482,134,267
241,M7+M6+V4,3,MAJORITY,0.3986806024718833,0.504424778761062,0.3295880149812734,0.49557522123893805,9.867951220892397,226,88,267
242,M7+M6+V4,3,WEIGHTED,0.3986806024718833,0.504424778761062,0.3295880149812734,0.49557522123893805,9.867951220892397,226,88,267
243,M7+VOL3+M6,3,WEIGHTED,0.39558487213895555,0.4713114754098361,0.3408239700374532,0.5286885245901639,9.380067057698636,244,91,267
244,M7+VOL3+M6,3,MAJORITY,0.39558487213895555,0.4713114754098361,0.3408239700374532,0.5286885245901639,9.380067057698636,244,91,267
245,M8+X5+VOL4,3,WEIGHTED,0.3946245772266065,0.3300395256916996,0.49063670411985016,0.6699604743083004,8.779408912132025,506,131,267
246,M8+X5+VOL4,3,MAJORITY,0.3946245772266065,0.3300395256916996,0.49063670411985016,0.6699604743083004,8.779408912132025,506,131,267
247,VOL6+V7+VOL4,3,MAJORITY,0.3919418939290119,0.32798165137614677,0.4868913857677903,0.6720183486238532,10.095940224397399,436,130,267
248,VOL6+V7+VOL4,3,WEIGHTED,0.3919418939290119,0.32798165137614677,0.4868913857677903,0.6720183486238532,10.095940224397399,436,130,267
249,VOL6+M8+VOL4,3,MAJORITY,0.38658555937582656,0.33705357142857145,0.45318352059925093,0.6629464285714286,8.625186153790272,448,121,267
250,VOL6+M8+VOL4,3,WEIGHTED,0.38658555937582656,0.33705357142857145,0.45318352059925093,0.6629464285714286,8.625186153790272,448,121,267
251,M8+VOL3+VOL4,3,WEIGHTED,0.37788677968747975,0.3605263157894737,0.3970037453183521,0.6394736842105263,8.964158080386152,380,106,267
252,M8+VOL3+VOL4,3,MAJORITY,0.37788677968747975,0.3605263157894737,0.3970037453183521,0.6394736842105263,8.964158080386152,380,106,267
253,V7+X5+VOL4,3,MAJORITY,0.37676595622861886,0.3554913294797688,0.40074906367041196,0.6445086705202312,9.970953701345856,346,107,267
254,V7+X5+VOL4,3,WEIGHTED,0.37676595622861886,0.3554913294797688,0.40074906367041196,0.6445086705202312,9.970953701345856,346,107,267
255,M8+X5,2,SEQUENTIAL,0.37528307990941445,0.33029612756264237,0.4344569288389513,0.6697038724373576,10.297398073584864,439,116,267
256,M5+VOL6,2,SEQUENTIAL,0.3743876533576105,0.3670520231213873,0.38202247191011235,0.6329479768786127,10.72138917727153,346,102,267
257,M8+V7+X5,3,WEIGHTED,0.3721178669990207,0.3392857142857143,0.41198501872659177,0.6607142857142857,9.375181916848582,392,110,267
258,M8+V7+X5,3,MAJORITY,0.3721178669990207,0.3392857142857143,0.41198501872659177,0.6607142857142857,9.375181916848582,392,110,267
259,VOL6+X5+VOL3,3,WEIGHTED,0.37081150893305587,0.327710843373494,0.42696629213483145,0.672289156626506,10.138690476190478,415,114,267
260,VOL6+X5+VOL3,3,MAJORITY,0.37081150893305587,0.327710843373494,0.42696629213483145,0.672289156626506,10.138690476190478,415,114,267
261,M7+X5,2,SEQUENTIAL,0.3647820163487738,0.3490304709141274,0.38202247191011235,0.6509695290858726,9.530638464848991,361,102,267
262,VOL6+M7+V7,3,WEIGHTED,0.3624851993158795,0.34185303514376997,0.3857677902621723,0.65814696485623,10.713782151037053,313,103,267
263,VOL6+M7+V7,3,MAJORITY,0.3624851993158795,0.34185303514376997,0.3857677902621723,0.65814696485623,10.713782151037053,313,103,267
264,VOL6+V7+V4,3,MAJORITY,0.36165891371290043,0.3116883116883117,0.4307116104868914,0.6883116883116883,9.892958049575697,385,115,267
265,VOL6+V7+V4,3,WEIGHTED,0.36165891371290043,0.3116883116883117,0.4307116104868914,0.6883116883116883,9.892958049575697,385,115,267
266,M5+VOL3+V4,3,WEIGHTED,0.3612031542986309,0.4635416666666667,0.2958801498127341,0.5364583333333334,9.209759993093325,192,79,267
267,M5+VOL3+V4,3,MAJORITY,0.3612031542986309,0.4635416666666667,0.2958801498127341,0.5364583333333334,9.209759993093325,192,79,267
268,M8+V7+VOL4,3,MAJORITY,0.3601745666808927,0.3377659574468085,0.3857677902621723,0.6622340425531915,9.14973026247536,376,103,267
269,M8+V7+VOL4,3,WEIGHTED,0.3601745666808927,0.3377659574468085,0.3857677902621723,0.6622340425531915,9.14973026247536,376,103,267
270,VOL6+VOL3,2,SEQUENTIAL,0.3591679530483425,0.36656891495601174,0.352059925093633,0.6334310850439883,11.352484288601756,341,94,267
271,V7+X5,2,SEQUENTIAL,0.3590987574547419,0.31185031185031187,0.4232209737827715,0.6881496881496881,10.004828142083044,481,113,267
272,V7+X5+VOL3,3,MAJORITY,0.3587439296268773,0.3543046357615894,0.36329588014981273,0.6456953642384106,11.47514245014245,302,97,267
273,V7+X5+VOL3,3,WEIGHTED,0.3587439296268773,0.3543046357615894,0.36329588014981273,0.6456953642384106,11.47514245014245,302,97,267
274,VOL6+V7+M6,3,MAJORITY,0.3583837595159087,0.3375,0.38202247191011235,0.6625,11.05940355940356,320,102,267
275,VOL6+V7+M6,3,WEIGHTED,0.3583837595159087,0.3375,0.38202247191011235,0.6625,11.05940355940356,320,102,267
276,VOL6+V7+VOL3,3,MAJORITY,0.3571789538013139,0.30324074074074076,0.4344569288389513,0.6967592592592593,10.96413139329806,432,116,267
277,VOL6+V7+VOL3,3,WEIGHTED,0.3571789538013139,0.30324074074074076,0.4344569288389513,0.6967592592592593,10.96413139329806,432,116,267
278,VOL6+M8+VOL3,3,WEIGHTED,0.3570544290288154,0.335149863760218,0.38202247191011235,0.6648501362397821,9.811308542010298,367,102,267
279,VOL6+M8+VOL3,3,MAJORITY,0.3570544290288154,0.335149863760218,0.38202247191011235,0.6648501362397821,9.811308542010298,367,102,267
280,M7+M6+VOL4,3,MAJORITY,0.35630757169922256,0.43162393162393164,0.30337078651685395,0.5683760683760684,10.609844476511144,234,81,267
281,M7+M6+VOL4,3,WEIGHTED,0.35630757169922256,0.43162393162393164,0.30337078651685395,0.5683760683760684,10.609844476511144,234,81,267
282,X5+VOL3+VOL4,3,WEIGHTED,0.3561277237066355,0.34584450402144773,0.36704119850187267,0.6541554959785523,9.46552028218695,373,98,267
283,X5+VOL3+VOL4,3,MAJORITY,0.3561277237066355,0.34584450402144773,0.36704119850187267,0.6541554959785523,9.46552028218695,373,98,267
284,M5+V4+VOL4,3,WEIGHTED,0.3557546454304133,0.4460093896713615,0.2958801498127341,0.5539906103286385,8.970857972818756,213,79,267
285,M5+V4+VOL4,3,MAJORITY,0.3557546454304133,0.4460093896713615,0.2958801498127341,0.5539906103286385,8.970857972818756,213,79,267
286,M8+X5+VOL3,3,WEIGHTED,0.3549585817140203,0.3234567901234568,0.39325842696629215,0.6765432098765433,9.342887976221311,405,105,267
287,M8+X5+VOL3,3,MAJORITY,0.3549585817140203,0.3234567901234568,0.39325842696629215,0.6765432098765433,9.342887976221311,405,105,267
288,M7+V7+M6,3,WEIGHTED,0.35051227925655154,0.47668393782383417,0.27715355805243447,0.5233160621761658,9.807960249626916,193,74,267
289,M7+V7+M6,3,MAJORITY,0.35051227925655154,0.47668393782383417,0.27715355805243447,0.5233160621761658,9.807960249626916,193,74,267
290,M7+V4+VOL4,3,MAJORITY,0.34943672679521737,0.4266666666666667,0.2958801498127341,0.5733333333333334,8.784395640097394,225,79,267
291,M7+V4+VOL4,3,WEIGHTED,0.34943672679521737,0.4266666666666667,0.2958801498127341,0.5733333333333334,8.784395640097394,225,79,267
292,M7+VOL3+V4,3,WEIGHTED,0.3492566598747264,0.43414634146341463,0.29213483146067415,0.5658536585365853,8.809327709327711,205,78,267
293,M7+VOL3+V4,3,MAJORITY,0.3492566598747264,0.43414634146341463,0.29213483146067415,0.5658536585365853,8.809327709327711,205,78,267
294,M5+M6+V4,3,WEIGHTED,0.3476887596510579,0.47738693467336685,0.27340823970037453,0.5226130653266332,10.237938912938912,199,73,267
295,M5+M6+V4,3,MAJORITY,0.3476887596510579,0.47738693467336685,0.27340823970037453,0.5226130653266332,10.237938912938912,199,73,267
296,M5+VOL3+M6,3,MAJORITY,0.3466623669783941,0.45263157894736844,0.2808988764044944,0.5473684210526316,9.052777777777777,190,75,267
297,M5+VOL3+M6,3,WEIGHTED,0.3466623669783941,0.45263157894736844,0.2808988764044944,0.5473684210526316,9.052777777777777,190,75,267
298,VOL6+VOL3+VOL4,3,WEIGHTED,0.3464284055188219,0.34097421203438394,0.352059925093633,0.6590257879656161,9.983969470979273,349,94,267
299,VOL6+VOL3+VOL4,3,MAJORITY,0.3464284055188219,0.34097421203438394,0.352059925093633,0.6590257879656161,9.983969470979273,349,94,267
300,VOL6+M7+M6,3,WEIGHTED,0.34554946352212806,0.4587628865979381,0.27715355805243447,0.5412371134020618,9.917328042328043,194,74,267
301,VOL6+M7+M6,3,MAJORITY,0.34554946352212806,0.4587628865979381,0.27715355805243447,0.5412371134020618,9.917328042328043,194,74,267
302,VOL6+X5+V4,3,WEIGHTED,0.34553164755771953,0.3206997084548105,0.37453183520599254,0.6793002915451894,8.911592111592112,343,100,267
303,VOL6+X5+V4,3,MAJORITY,0.34553164755771953,0.3206997084548105,0.37453183520599254,0.6793002915451894,8.911592111592112,343,100,267
304,M5+VOL6+V7,3,MAJORITY,0.34541609468333767,0.3356164383561644,0.35580524344569286,0.6643835616438356,10.813017229683897,292,95,267
305,M5+VOL6+V7,3,WEIGHTED,0.34541609468333767,0.3356164383561644,0.35580524344569286,0.6643835616438356,10.813017229683897,292,95,267
306,M7+V7,2,SEQUENTIAL,0.34346757351174523,0.3423728813559322,0.3445692883895131,0.6576271186440678,10.676479076479076,295,92,267
307,M5+M8+V4,3,MAJORITY,0.3399895208709321,0.449438202247191,0.27340823970037453,0.550561797752809,9.092573167573168,178,73,267
308,M5+M8+V4,3,WEIGHTED,0.3399895208709321,0.449438202247191,0.27340823970037453,0.550561797752809,9.092573167573168,178,73,267
309,M5+X5+V4,3,WEIGHTED,0.339178465471912,0.39732142857142855,0.2958801498127341,0.6026785714285714,9.179766221432889,224,79,267
310,M5+X5+V4,3,MAJORITY,0.339178465471912,0.39732142857142855,0.2958801498127341,0.6026785714285714,9.179766221432889,224,79,267
311,M5+M7+M6,3,SEQUENTIAL,0.33816425120772947,0.47619047619047616,0.26217228464419473,0.5238095238095238,8.933261183261182,168,70,267
312,M5+VOL6+X5,3,WEIGHTED,0.33766787465359194,0.34615384615384615,0.3295880149812734,0.6538461538461539,9.095238711905377,286,88,267
313,M5+VOL6+X5,3,MAJORITY,0.33766787465359194,0.34615384615384615,0.3295880149812734,0.6538461538461539,9.095238711905377,286,88,267
314,M8+X5+V4,3,WEIGHTED,0.33743706462514655,0.32087227414330216,0.35580524344569286,0.6791277258566978,8.371806298276887,321,95,267
315,M8+X5+V4,3,MAJORITY,0.33743706462514655,0.32087227414330216,0.35580524344569286,0.6791277258566978,8.371806298276887,321,95,267
316,M7+M8,2,SEQUENTIAL,0.33687732907445433,0.31129476584022037,0.36704119850187267,0.6887052341597796,9.17943094916779,363,98,267
317,M5+V7,2,SEQUENTIAL,0.3368146214099217,0.35294117647058826,0.32209737827715357,0.6470588235294118,11.051346801346801,272,86,267
318,M7+M8+VOL4,3,MAJORITY,0.3355089432514573,0.33035714285714285,0.3408239700374532,0.6696428571428571,8.638295038295038,336,91,267
319,M7+M8+VOL4,3,WEIGHTED,0.3355089432514573,0.33035714285714285,0.3408239700374532,0.6696428571428571,8.638295038295038,336,91,267
320,VOL6+M7+X5,3,MAJORITY,0.33482432724911626,0.32903225806451614,0.3408239700374532,0.6709677419354839,8.84555876222543,310,91,267
321,VOL6+M7+X5,3,WEIGHTED,0.33482432724911626,0.32903225806451614,0.3408239700374532,0.6709677419354839,8.84555876222543,310,91,267
322,M8+VOL4,2,SEQUENTIAL,0.33427124366910527,0.37218045112781956,0.30337078651685395,0.6278195488721805,10.196013708513709,266,81,267
323,M7+M8+M6,3,WEIGHTED,0.333512228781722,0.41037735849056606,0.2808988764044944,0.589622641509434,10.26151811151811,212,75,267
324,M7+M8+M6,3,MAJORITY,0.333512228781722,0.41037735849056606,0.2808988764044944,0.589622641509434,10.26151811151811,212,75,267
325,V7+X5+V4,3,MAJORITY,0.33320125038524195,0.34509803921568627,0.32209737827715357,0.6549019607843137,9.809900593233927,255,86,267
326,V7+X5+V4,3,WEIGHTED,0.33320125038524195,0.34509803921568627,0.32209737827715357,0.6549019607843137,9.809900593233927,255,86,267
327,M5+V4,2,SEQUENTIAL,0.3324173625376837,0.45408163265306123,0.26217228464419473,0.5459183673469388,9.955899111781465,196,70,267
328,M8+V7,2,SEQUENTIAL,0.33238608525232727,0.30903790087463556,0.3595505617977528,0.6909620991253644,11.275827467739232,343,96,267
329,VOL6+X5+M6,3,MAJORITY,0.3323531882718642,0.34328358208955223,0.32209737827715357,0.6567164179104478,9.269648869648869,268,86,267
330,VOL6+X5+M6,3,WEIGHTED,0.3323531882718642,0.34328358208955223,0.32209737827715357,0.6567164179104478,9.269648869648869,268,86,267
331,VOL6+V7,2,AND,0.3307565581041693,0.3358208955223881,0.3258426966292135,0.664179104477612,10.884399551066219,268,87,267
332,M7+VOL3+VOL4,3,MAJORITY,0.3306836248012718,0.38095238095238093,0.29213483146067415,0.6190476190476191,10.567271381487068,252,78,267
333,M7+VOL3+VOL4,3,WEIGHTED,0.3306836248012718,0.38095238095238093,0.29213483146067415,0.6190476190476191,10.567271381487068,252,78,267
334,M5+M8+VOL4,3,MAJORITY,0.3301947161532132,0.3387096774193548,0.32209737827715357,0.6612903225806451,8.43746946590084,310,86,267
335,M5+M8+VOL4,3,WEIGHTED,0.3301947161532132,0.3387096774193548,0.32209737827715357,0.6612903225806451,8.43746946590084,310,86,267
336,M8+V7+VOL3,3,MAJORITY,0.33001294168398754,0.34256055363321797,0.31835205992509363,0.657439446366782,10.064250564250564,289,85,267
337,M8+V7+VOL3,3,WEIGHTED,0.33001294168398754,0.34256055363321797,0.31835205992509363,0.657439446366782,10.064250564250564,289,85,267
338,VOL6+M7+VOL3,3,MAJORITY,0.328437917222964,0.35294117647058826,0.30711610486891383,0.6470588235294118,9.96602733686067,255,82,267
339,VOL6+M7+VOL3,3,WEIGHTED,0.328437917222964,0.35294117647058826,0.30711610486891383,0.6470588235294118,9.96602733686067,255,82,267
340,M7+V7+VOL3,3,WEIGHTED,0.32657846256908396,0.39,0.2808988764044944,0.61,10.521011396011396,200,75,267
341,M7+V7+VOL3,3,MAJORITY,0.32657846256908396,0.39,0.2808988764044944,0.61,10.521011396011396,200,75,267
342,M8+V4+VOL4,3,WEIGHTED,0.32551601686764814,0.3215434083601286,0.3295880149812734,0.6784565916398714,8.064570614570615,311,88,267
343,M8+V4+VOL4,3,MAJORITY,0.32551601686764814,0.3215434083601286,0.3295880149812734,0.6784565916398714,8.064570614570615,311,88,267
344,M5+X5+VOL4,3,MAJORITY,0.3242614561525936,0.3434343434343434,0.30711610486891383,0.6565656565656566,9.049013949013949,297,82,267
345,M5+X5+VOL4,3,WEIGHTED,0.3242614561525936,0.3434343434343434,0.30711610486891383,0.6565656565656566,9.049013949013949,297,82,267
346,M7+M8+VOL3,3,MAJORITY,0.32398753894081,0.36363636363636365,0.29213483146067415,0.6363636363636364,9.748214748214748,242,78,267
347,M7+M8+VOL3,3,WEIGHTED,0.32398753894081,0.36363636363636365,0.29213483146067415,0.6363636363636364,9.748214748214748,242,78,267
348,X5+VOL4,2,SEQUENTIAL,0.3234417519761565,0.3622641509433962,0.29213483146067415,0.6377358490566037,9.245014245014243,265,78,267
349,M7+X5+VOL4,3,MAJORITY,0.3217526714278043,0.3292307692307692,0.3146067415730337,0.6707692307692308,9.258333333333333,325,84,267
350,M7+X5+VOL4,3,WEIGHTED,0.3217526714278043,0.3292307692307692,0.3146067415730337,0.6707692307692308,9.258333333333333,325,84,267
