strategy_id,symbol,direction,entry_date,entry_price,exit_date,exit_price,exit_reason,holding_days,pnl_pct,status
S3.12_S_aggr_F8,BTC,SHORT,2026-06-02,71408.9,2026-06-05,60697.564999999995,take_profit,3,14.83,closed
S3.12_S_aggr_F8,SOL,SHORT,2026-06-02,81.28,2026-06-04,69.088,take_profit,2,14.83,closed
S3.12_S_aggr_F8,AVAX,SHORT,2026-06-03,8.181,2026-06-05,6.953849999999999,take_profit,2,14.83,closed
S3.12_S_aggr_F8,DOGE,SHORT,2026-06-03,0.09275,2026-06-06,0.07883749999999999,take_profit,3,14.83,closed
S3.12_S_aggr_F8,ETH,SHORT,2026-06-03,1859.84,2026-06-05,1580.8639999999998,take_profit,2,14.83,closed
S3.12_S_aggr_F8,OP,SHORT,2026-06-03,0.1157,2026-06-03,0.123799,stop_loss,0,-7.214,closed
S3.12_S_aggr_F8,SUI,SHORT,2026-06-03,0.8085,2026-06-05,0.687225,take_profit,2,14.83,closed
S3.12_S_aggr_F8,XLM,SHORT,2026-06-03,0.2225,2026-06-05,0.189125,take_profit,2,14.83,closed
SEQ_S1.11_S+S3.01_L+E1,DOGE,LONG,2026-06-03,0.09275,2026-06-04,0.0881125,stop_loss,1,-5.19,closed
SEQ_S1.11_S+S4.04_L,DOGE,LONG,2026-06-03,0.09275,2026-06-04,0.0881125,stop_loss,1,-5.19,closed
SEQ_S1.11_S+S4.04_L+A4,DOGE,LONG,2026-06-03,0.09275,2026-06-04,0.08591611425001618,atr_stop,1,-7.553,closed
S1.11_S_aggr,XLM,SHORT,2026-06-04,0.2088,2026-06-06,0.1962,eod,2,5.846,OPEN (MtM)
S1.11_S_aggr+B2,XLM,SHORT,2026-06-04,0.2088,2026-06-06,0.1962,eod,2,5.846,OPEN (MtM)
SEQ_S1.11_S+S3.01_L,XLM,SHORT,2026-06-04,0.2088,2026-06-04,0.21924000000000002,stop_loss,0,-5.21,closed
SEQ_S1.11_S+S3.01_L+E1,XLM,LONG,2026-06-04,0.2088,2026-06-04,0.19836,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S3.01_L+E1,XRP,LONG,2026-06-04,1.2012,2026-06-04,1.14114,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,XLM,LONG,2026-06-04,0.2088,2026-06-04,0.19836,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,XRP,LONG,2026-06-04,1.2012,2026-06-04,1.14114,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L+A4,XRP,LONG,2026-06-04,1.2012,2026-06-05,1.1211865091241071,atr_stop,1,-6.848,closed
SEQ_S1.11_S+S4.04_L+A4,SUI,LONG,2026-06-05,0.7666,2026-06-06,0.703,eod,1,-8.48,OPEN (MtM)
SEQ_S1.11_S+S3.01_L+E1,AVAX,LONG,2026-06-06,6.73,2026-06-06,6.3935,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S3.01_L+E1,BTC,LONG,2026-06-06,61056.47,2026-06-06,60951.72,eod,0,-0.371,OPEN (MtM)
SEQ_S1.11_S+S3.01_L+E1,ETH,LONG,2026-06-06,1583.4,2026-06-06,1570.92,eod,0,-0.986,OPEN (MtM)
SEQ_S1.11_S+S3.01_L+E1,SOL,LONG,2026-06-06,63.64,2026-06-06,60.458,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S3.01_L+E1,SUI,LONG,2026-06-06,0.7033,2026-06-06,0.668135,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,AVAX,LONG,2026-06-06,6.73,2026-06-06,6.3935,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,BTC,LONG,2026-06-06,61056.47,2026-06-06,60951.72,eod,0,-0.371,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,ETH,LONG,2026-06-06,1583.4,2026-06-06,1570.92,eod,0,-0.986,OPEN (MtM)
SEQ_S1.11_S+S4.04_L,SOL,LONG,2026-06-06,63.64,2026-06-06,60.458,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L,SUI,LONG,2026-06-06,0.7033,2026-06-06,0.668135,stop_loss,0,-5.19,closed
SEQ_S1.11_S+S4.04_L+A4,BTC,LONG,2026-06-06,61056.47,2026-06-06,60951.72,eod,0,-0.371,OPEN (MtM)
