id,base_id,module,universe,weighted,is_return,is_sharpe,is_pf,is_trades,oos_return,oos_sharpe,oos_pf,oos_trades,oos_assets,oos_sl_hit,is_sl_hit
SEQ_S1.11_S+S4.04_L+A4,SEQ_S1.11_S+S4.04_L,A,full,False,69.82568803884851,0.5974294516767304,1.3331060129224557,525,78.17335307083734,0.7806024311412897,1.4699783070135999,445,9,0.33707865168539325,0.3504761904761905
SEQ_S1.11_S+S4.04_L+B1,SEQ_S1.11_S+S4.04_L,B,full,False,68.41360450745877,1.4027644152227503,1.4074833437248147,785,6.488457478093675,0.16269689534137266,1.0599939278959032,693,9,0.3939393939393939,0.34777070063694265
SEQ_S1.11_S+S4.04_L+B2,SEQ_S1.11_S+S4.04_L,B,full,False,70.40817071423194,1.4932548289010625,1.43005344904853,797,8.241737882223669,0.21602381708467897,1.0683914053623373,704,9,0.3991477272727273,0.3475533249686324
SEQ_S1.11_S+S4.04_L+B3,SEQ_S1.11_S+S4.04_L,B,full,False,70.56631367001471,1.3399487795327352,1.3712447128621434,759,4.97652972075685,0.07129277086931866,1.0430348136510448,676,9,0.4911242603550296,0.4413702239789196
SEQ_S1.11_S+S4.04_L+FC1,SEQ_S1.11_S+S4.04_L,C,full,False,54.91326284464194,0.9739133567122743,1.2709406976851387,654,47.54642822584789,0.973941941742581,1.3061376868323566,593,9,0.554806070826307,0.5259938837920489
SEQ_S1.11_S+S4.04_L+FC2,SEQ_S1.11_S+S4.04_L,C,full,False,19.87880050881017,0.2837681550017044,1.2169436256775237,303,-9.466827439921136,-0.8798110425118005,0.9649236870277195,286,9,0.6153846153846154,0.5676567656765676
SEQ_S1.11_S+S4.04_L+FC4,SEQ_S1.11_S+S4.04_L,C,full,False,26.828863634084883,0.8508127315907935,1.3137985298390096,288,19.154258781449002,0.5089429697566048,1.197011568520676,432,9,0.5740740740740741,0.5104166666666666
SEQ_S1.11_S+S4.04_L+FC5,SEQ_S1.11_S+S4.04_L,C,full,False,29.404355545263098,0.7694189737737003,1.2245713651415713,444,24.42461050459251,0.721947472050553,1.269376232215733,376,9,0.5531914893617021,0.5540540540540541
SEQ_S1.11_S+S4.04_L+FC3,SEQ_S1.11_S+S4.04_L,C,full,False,43.44283312245815,0.7236751995860268,1.2021793367503655,667,35.393020647380276,0.71196189755768,1.2353221607714215,574,9,0.5574912891986062,0.5412293853073463
SEQ_S1.11_S+S4.04_L+F1,SEQ_S1.11_S+S4.04_L,F,full,False,54.21104370788797,0.6606561141960784,1.3314685912261373,632,82.05195254695775,0.9941471645403401,1.6011944265762255,528,9,0.0,0.0
SEQ_S1.11_S+S4.04_L+F2,SEQ_S1.11_S+S4.04_L,F,full,False,61.64622453170754,0.6329409846637718,1.3698135009410237,545,56.451628495311006,0.5361641334085773,1.2954831399277278,458,9,0.0,0.0
SEQ_S1.11_S+S4.04_L+F3,SEQ_S1.11_S+S4.04_L,F,full,False,106.16845928768196,1.6050771559015622,1.6856577366747871,742,16.34053943969312,0.29878420442823656,1.1166285581278546,638,9,0.0,0.0
SEQ_S1.11_S+S4.04_L+E2,SEQ_S1.11_S+S4.04_L,E,full,False,20.65668759748751,0.3973087806928154,1.1102801562227986,656,29.662939161301072,0.6190308810717894,1.1700845059916203,569,9,0.5694200351493849,0.5594512195121951
SEQ_S1.11_S+S4.04_L+E3,SEQ_S1.11_S+S4.04_L,E,full,False,10.166844903845202,0.20877636895460616,1.054698389079065,741,35.332511315122275,0.6362612774579204,1.210995139374787,634,9,0.5662460567823344,0.5789473684210527
SEQ_S1.11_S+S4.04_L+E4,SEQ_S1.11_S+S4.04_L,E,full,False,-3.9924130524597876,-0.06805576109440081,0.9854669314883928,716,-13.908543962400017,-0.29430253923076677,0.9394258964324292,613,9,0.6166394779771615,0.5921787709497207
SEQ_S1.11_S+S4.04_L+D1,SEQ_S1.11_S+S4.04_L,D,ex_weak,False,84.33242818542438,1.3817276157922442,1.3895585644783544,547,39.3181561685667,0.7811486343006493,1.2163726255864764,491,7,0.5763747454175153,0.5155393053016454
SEQ_S1.11_S+S4.04_L+D2,SEQ_S1.11_S+S4.04_L,D,full,True,95.9931208092557,1.1230152050355895,1.3131839716724056,718,41.64102085948473,0.8704775654020247,1.2633172794870648,630,9,0.5571428571428572,0.5236768802228412
S2.08_L_aggr_F9+A1,S2.08_L_aggr_F9,A,full,False,33.583356651903344,0.7203827935456132,1.3538414119005886,180,10.59604790681412,0.2161952671018904,1.173662343985959,184,9,0.4782608695652174,0.46111111111111114
S2.08_L_aggr_F9+A2,S2.08_L_aggr_F9,A,full,False,27.073192082095048,0.7538823455266038,1.391482655476224,185,19.972823531514905,0.6615592355371857,1.355698457792267,190,9,0.5684210526315789,0.6054054054054054
S2.08_L_aggr_F9+A3,S2.08_L_aggr_F9,A,full,False,46.47382810877308,0.808360713007281,1.5534130416908218,162,5.680326872046136,0.07847583943514641,1.1117996650207447,177,9,0.3954802259887006,0.30409356725146197
S2.08_L_aggr_F9+A4,S2.08_L_aggr_F9,A,full,False,44.64378235167834,0.6244675013602151,1.442842395860701,180,23.810893761557498,0.3175087292827242,1.2903703653986425,184,9,0.4891304347826087,0.4722222222222222
S2.08_L_aggr_F9+B1,S2.08_L_aggr_F9,B,full,False,18.75010655805648,1.2145785032693759,1.5460413521167036,192,35.770099731198826,1.7677098305206895,2.0503758237487872,192,9,0.2708333333333333,0.2760416666666667
S2.08_L_aggr_F9+B2,S2.08_L_aggr_F9,B,full,False,14.091221300342674,1.0619388999091273,1.4690828955403765,192,38.57618415483315,2.201524940257643,2.153126913919186,193,9,0.2694300518134715,0.2760416666666667
S2.08_L_aggr_F9+B3,S2.08_L_aggr_F9,B,full,False,20.233826536114595,1.1058835148065682,1.45621721975595,190,34.9886592561507,1.8444071646927793,1.9316304261040642,189,9,0.3333333333333333,0.3736842105263158
S2.08_L_aggr_F9+FC1,S2.08_L_aggr_F9,C,full,False,44.965203322200196,1.8824097457041045,1.8104772325442537,157,3.3056611855733746,0.14470898041716287,1.081179139928617,162,9,0.5802469135802469,0.4840764331210191
S2.08_L_aggr_F9+FC2,S2.08_L_aggr_F9,C,full,False,,,,59,,,,50,0,0.56,0.3898305084745763
S2.08_L_aggr_F9+FC4,S2.08_L_aggr_F9,C,full,False,-18.871198568872927,-1.7117200812568656,0.6248322820313039,10,-6.676496962196823,-0.5525827683879572,0.8844931302300044,103,8,0.5714285714285714,0.5538461538461539
S2.08_L_aggr_F9+FC5,S2.08_L_aggr_F9,C,full,False,10.150064158798015,0.4456913372129038,1.4573855790939707,68,,,,71,0,0.6338028169014085,0.5287356321839081
S2.08_L_aggr_F9+FC3,S2.08_L_aggr_F9,C,full,False,34.04808837938662,1.3194888381299494,1.5791050440891348,169,13.447817159153134,0.5319426616452092,1.2485364830231824,160,9,0.525,0.5207100591715976
S2.08_L_aggr_F9+F1,S2.08_L_aggr_F9,F,full,False,27.264144024734595,0.7636345065040595,1.4813978496118885,171,37.66616070618565,1.2160813652342712,1.7867578212457171,184,9,0.0,0.0
S2.08_L_aggr_F9+F2,S2.08_L_aggr_F9,F,full,False,49.98776116708589,1.0492461175542154,1.8266526260574825,162,23.053299195722488,0.46486794565068706,1.3231533391872534,182,9,0.0,0.0
S2.08_L_aggr_F9+F3,S2.08_L_aggr_F9,F,full,False,18.102574687206438,0.43085229315924484,1.5143190507993163,191,39.03150728946625,2.065782766313569,2.236095779116375,195,9,0.0,0.0
S2.08_L_aggr_F9+D1,S2.08_L_aggr_F9,D,ex_weak,False,50.71040375926801,1.2895554113675494,1.4756427745953469,193,0.6849908055570951,0.08000577203854935,1.047447609914693,180,7,0.5888888888888889,0.5284974093264249
S2.08_L_aggr_F9+D2,S2.08_L_aggr_F9,D,full,True,44.43689549311835,1.5600554332570085,1.6291257979096874,185,14.647458097917859,0.5898309509575087,1.2617331524901496,189,9,0.5291005291005291,0.5081081081081081
S2.08_L_aggr_F3+A1,S2.08_L_aggr_F3,A,full,False,41.747312114148706,1.5786861201706464,1.9906207112693077,86,12.832589578475979,0.5870094368271382,1.7042052183072844,58,5,0.3888888888888889,0.3877551020408163
S2.08_L_aggr_F3+A2,S2.08_L_aggr_F3,A,full,False,33.86432919030212,1.7498388310234483,1.9522061445835723,93,23.504293629203413,1.7088483723327819,2.052992481779474,71,6,0.4895833333333333,0.5428571428571428
S2.08_L_aggr_F3+A3,S2.08_L_aggr_F3,A,full,False,30.385338467622937,0.8564262109423693,1.644122932012408,83,18.269863492846053,0.6075685965877308,1.6684734338849385,56,5,0.32954545454545453,0.3368421052631579
S2.08_L_aggr_F3+A4,S2.08_L_aggr_F3,A,full,False,41.06721668465258,1.1794454913521186,1.975753510027884,85,27.745671444172736,0.9521406308855683,1.9732321928859204,58,5,0.4111111111111111,0.41237113402061853
S2.08_L_aggr_F3+B1,S2.08_L_aggr_F3,B,full,False,14.618886756008902,0.060480274548879116,1.6294727810099787,100,12.052676019331368,0.3675699816598591,1.618751199045987,64,5,0.29292929292929293,0.26548672566371684
S2.08_L_aggr_F3+B2,S2.08_L_aggr_F3,B,full,False,11.91091394455285,0.6451532572310706,1.698403159005806,102,14.294089707430384,1.2193103597292925,1.6791297907335943,64,5,0.29292929292929293,0.2782608695652174
S2.08_L_aggr_F3+B3,S2.08_L_aggr_F3,B,full,False,15.785448854990404,1.00129062443513,1.5908461570366155,99,11.806902167491165,0.9810287718364996,1.5781051505077386,64,5,0.336734693877551,0.38392857142857145
S2.08_L_aggr_F3+FC1,S2.08_L_aggr_F3,C,full,False,32.58842780634963,1.79248126041553,2.0242250007426206,46,9.985553546756003,0.8188210964495394,1.2361630309043048,20,2,0.484375,0.48717948717948717
S2.08_L_aggr_F3+FC2,S2.08_L_aggr_F3,C,full,False,,,,28,,,,25,0,0.52,0.5
S2.08_L_aggr_F3+FC4,S2.08_L_aggr_F3,C,full,False,,,,35,,,,45,0,0.4666666666666667,0.6
S2.08_L_aggr_F3+FC5,S2.08_L_aggr_F3,C,full,False,,,,42,,,,38,0,0.5526315789473685,0.5238095238095238
S2.08_L_aggr_F3+FC3,S2.08_L_aggr_F3,C,full,False,27.740069529167446,1.0749044982910017,1.7121992841726232,85,14.112233201633334,0.7643400246474069,1.6093722876489507,45,4,0.45348837209302323,0.5204081632653061
S2.08_L_aggr_F3+F1,S2.08_L_aggr_F3,F,full,False,35.17837368968013,1.604922850721136,2.422579928622558,95,13.23199950314438,0.8789523412027034,1.4948955965939663,60,5,0.0,0.0
S2.08_L_aggr_F3+F2,S2.08_L_aggr_F3,F,full,False,31.780448255490544,0.9406857668989979,2.154050648542548,91,18.77004911539646,0.7850547239690873,1.4600355561124796,58,5,0.0,0.0
S2.08_L_aggr_F3+F3,S2.08_L_aggr_F3,F,full,False,18.82883343948431,0.8973996100685954,1.6761983857307545,105,19.77885632912586,1.5537427383010727,2.255391982701662,75,6,0.0,0.0
S2.08_L_aggr_F3+D1,S2.08_L_aggr_F3,D,ex_weak,False,44.02215348295285,2.1235812955989024,2.1410582188638547,62,7.569444087545637,0.4408984729365744,1.2919316275223356,49,4,0.4864864864864865,0.4533333333333333
S2.08_L_aggr_F3+D2,S2.08_L_aggr_F3,D,full,True,44.032569585454425,1.7351702738711217,1.8987649762610415,92,10.029906376803337,0.6810185100287806,1.4987217680810605,60,5,0.43617021276595747,0.49523809523809526
S3.12_S_aggr_F8+A1,S3.12_S_aggr_F8,A,full,False,18.75083031026062,0.27041006256746225,1.150644727027273,334,46.81612507258893,0.6640338336349111,1.3355072106054031,305,9,0.4065573770491803,0.4161676646706587
S3.12_S_aggr_F8+A2,S3.12_S_aggr_F8,A,full,False,17.35665864654549,0.26450966643130086,1.1498835843598505,371,41.601002981489906,0.5879336514819692,1.251170916235586,350,9,0.5514285714285714,0.5471698113207547
S3.12_S_aggr_F8+A3,S3.12_S_aggr_F8,A,full,False,1.4592201548325963,0.050547765649826736,1.0444645397136352,316,35.96618885359471,0.5041727176305206,1.3063350420404878,283,9,0.303886925795053,0.3449367088607595
S3.12_S_aggr_F8+A4,S3.12_S_aggr_F8,A,full,False,15.189774144055242,0.22238901211641743,1.1310520743150012,325,30.357300348141173,0.4116555921755897,1.2301631961484765,292,9,0.4315068493150685,0.4123076923076923
S3.12_S_aggr_F8+B1,S3.12_S_aggr_F8,B,full,False,43.70227810288042,0.9798645252018032,1.495833797561155,461,45.25041906031278,1.0641424671746509,1.5352839493185546,424,9,0.2830188679245283,0.2754880694143167
S3.12_S_aggr_F8+B2,S3.12_S_aggr_F8,B,full,False,36.24958248755714,0.9256665939361469,1.3833067607623089,499,45.06267263799475,1.2157703929019428,1.5070934735413264,456,9,0.2982456140350877,0.280561122244489
S3.12_S_aggr_F8+B3,S3.12_S_aggr_F8,B,full,False,37.17882673883794,0.7955622215833402,1.309966604985327,461,33.05549737667546,0.7530767053234757,1.2537362102991882,439,9,0.38724373576309795,0.3644251626898048
S3.12_S_aggr_F8+FC1,S3.12_S_aggr_F8,C,full,False,32.03785627200311,0.5775620997382869,1.2249390410812586,355,39.806067284846414,0.6850431819572111,1.2673736396899864,350,9,0.5542857142857143,0.523943661971831
S3.12_S_aggr_F8+FC2,S3.12_S_aggr_F8,C,full,False,16.79528614329924,0.5374765100919217,1.3437075826969314,157,-2.689109586425084,-0.18609703745559328,0.9774066459014329,172,9,0.6104651162790697,0.5123456790123457
S3.12_S_aggr_F8+FC4,S3.12_S_aggr_F8,C,full,False,23.50832598002819,0.7545477258956339,1.4146338639311067,120,22.750883706887134,0.5672065755045127,1.2207794770754596,256,9,0.55859375,0.4701492537313433
S3.12_S_aggr_F8+FC5,S3.12_S_aggr_F8,C,full,False,19.187958695294057,0.4314571716795468,1.2076817552750754,251,6.963176456518988,0.17548790249327678,1.0930823803489345,245,9,0.5959183673469388,0.5099601593625498
S3.12_S_aggr_F8+FC3,S3.12_S_aggr_F8,C,full,False,49.37707674045061,0.7743193058232397,1.3505727895580137,371,28.92566248605088,0.5184771448924431,1.195700970494713,338,9,0.5621301775147929,0.5094339622641509
S3.12_S_aggr_F8+F1,S3.12_S_aggr_F8,F,full,False,13.466335981465997,0.2123954321277593,1.1185512438554819,400,51.842983815808445,0.7492993469197169,1.429722951190171,386,9,0.0,0.0
S3.12_S_aggr_F8+F2,S3.12_S_aggr_F8,F,full,False,-2.906466252353193,-0.02239627899095072,1.0140276252524967,352,12.869236004597447,0.23213972273645467,1.1882907355638848,327,9,0.0,0.0
S3.12_S_aggr_F8+F3,S3.12_S_aggr_F8,F,full,False,45.83395537681933,0.960943681051451,1.4077531806976262,466,44.373758329873525,0.9386425905608982,1.4319345277962752,448,9,0.0,0.0
S3.12_S_aggr_F8+D1,S3.12_S_aggr_F8,D,ex_weak,False,45.872107992242526,0.715101257590538,1.2835886492634763,311,28.860466500822174,0.4879759954880721,1.164799260903564,300,7,0.59,0.5176848874598071
S3.12_S_aggr_F8+D2,S3.12_S_aggr_F8,D,full,True,66.97968566632008,0.921104590923311,1.380839872714732,401,45.072483586603035,0.7178704813207012,1.272316957650161,374,9,0.5561497326203209,0.5087281795511222
S1.11_S_aggr+A1,S1.11_S_aggr,A,full,False,44.12111374969736,0.3451968938157658,1.200101546664833,443,28.562443179474833,0.28773851127286715,1.13914315498628,372,9,0.4220430107526882,0.4288939051918736
S1.11_S_aggr+A2,S1.11_S_aggr,A,full,False,38.311880247394825,0.3942827507077939,1.1710112416685585,494,27.6647046057371,0.3642387995825948,1.15760927032609,428,9,0.5654205607476636,0.5566801619433198
S1.11_S_aggr+A3,S1.11_S_aggr,A,full,False,47.38860918074665,0.3606692796652559,1.2332398090947496,406,-11.345700400210404,-0.18378543600655967,0.9385628636338242,337,9,0.3649851632047478,0.312807881773399
S1.11_S_aggr+A4,S1.11_S_aggr,A,full,False,34.69196762598037,0.2700647934210836,1.1663363935365405,427,21.63452673756062,0.1988261126944587,1.1162128466918682,356,9,0.42134831460674155,0.4309133489461358
S1.11_S_aggr+B1,S1.11_S_aggr,B,full,False,57.56053910145733,1.0483653782958975,1.5595193565281606,612,27.57626416674247,0.5392307863783332,1.2075411911321905,533,9,0.29080675422138835,0.26143790849673204
S1.11_S_aggr+B2,S1.11_S_aggr,B,full,False,59.42792808408995,1.1656482693427215,1.4995434336068016,656,36.162169439391874,0.7820534152618204,1.2623039726761311,569,9,0.28998242530755713,0.2621951219512195
S1.11_S_aggr+B3,S1.11_S_aggr,B,full,False,53.17086691727611,0.9489572580254997,1.4366448396592295,612,33.88704592267382,0.6075511496191893,1.194644273095553,537,9,0.37988826815642457,0.3464052287581699
S1.11_S_aggr+FC1,S1.11_S_aggr,C,full,False,27.009514119063972,0.36449528945452786,1.1483701519212723,471,16.978850438907784,0.20915825600657867,1.0784600237515642,415,9,0.5614457831325301,0.5286624203821656
S1.11_S_aggr+FC2,S1.11_S_aggr,C,full,False,-35.00338776541868,-1.433219108827677,0.7076912847340717,195,-16.61881270891632,-0.7302469649371793,0.8424274194193193,167,9,0.6167664670658682,0.6470588235294118
S1.11_S_aggr+FC4,S1.11_S_aggr,C,full,False,16.143345786316996,0.312287033574169,1.2615888159428525,187,2.5742367091775353,0.0413365850037133,1.018973178436231,301,9,0.574750830564784,0.4793814432989691
S1.11_S_aggr+FC5,S1.11_S_aggr,C,full,False,18.14396352146594,0.3047513241795584,1.142513313169976,331,9.510924921831124,0.14867472064250065,1.0930275564565062,261,9,0.5747126436781609,0.5287009063444109
S1.11_S_aggr+FC3,S1.11_S_aggr,C,full,False,41.05783675194763,0.5642848664686309,1.231245290204943,474,12.0752606544767,0.1655051783103925,1.0607830002458585,401,9,0.5660847880299252,0.5189873417721519
S1.11_S_aggr+F1,S1.11_S_aggr,F,full,False,31.501006457263706,0.4470854975863677,1.2303181866714956,551,40.509874729696946,0.5042640037487502,1.289503644932024,462,9,0.0,0.0
S1.11_S_aggr+F2,S1.11_S_aggr,F,full,False,9.219885447084408,0.14158093294845653,1.1022736516978944,455,11.7241139347625,0.06285805067561095,1.063580153323795,381,9,0.0,0.0
S1.11_S_aggr+F3,S1.11_S_aggr,F,full,False,68.42014694683402,1.281233996209489,1.5531652673947065,673,9.59647910526076,0.12055988599404419,1.049734817493171,563,9,0.0,0.0
S1.11_S_aggr+D1,S1.11_S_aggr,D,ex_weak,False,45.43243368665373,0.5928882589279952,1.2423146601407,398,29.657011790869365,0.40118577089998675,1.1437670692368902,354,7,0.5734463276836158,0.535175879396985
S1.11_S_aggr+D2,S1.11_S_aggr,D,full,True,51.303810502820724,0.5391195806879335,1.216350590763749,517,19.727767797435792,0.3154663589227684,1.1111053173539964,441,9,0.5555555555555556,0.5222437137330754
SEQ_S1.11_S+S3.01_L+A1,SEQ_S1.11_S+S3.01_L,A,full,False,27.847862953349747,0.19935703301670876,1.099338079560027,524,38.87564768387905,0.43638512802660134,1.2053075041784014,442,9,0.36199095022624433,0.3816793893129771
SEQ_S1.11_S+S3.01_L+A2,SEQ_S1.11_S+S3.01_L,A,full,False,16.450571921560744,0.0876381799995644,1.049969023772523,575,37.38578255967453,0.5353002999033539,1.200328632617065,495,9,0.5151515151515151,0.52
SEQ_S1.11_S+S3.01_L+A3,SEQ_S1.11_S+S3.01_L,A,full,False,30.850102827966744,0.1815881155740665,1.1159554903870146,498,3.617859538109067,-0.021121099662659976,1.0130184619751124,414,9,0.28743961352657005,0.2710843373493976
SEQ_S1.11_S+S3.01_L+A4,SEQ_S1.11_S+S3.01_L,A,full,False,19.91378198502577,0.09970574656595148,1.0635479627482265,515,6.387182808854108,0.043268743937796963,1.0410596285123572,426,9,0.36384976525821594,0.39223300970873787
SEQ_S1.11_S+S3.01_L+B1,SEQ_S1.11_S+S3.01_L,B,full,False,49.74001755673768,1.1376648747009246,1.3293450491760204,727,15.214253374577599,0.4813459425604098,1.1154096762258319,625,9,0.3776,0.3425034387895461
SEQ_S1.11_S+S3.01_L+B2,SEQ_S1.11_S+S3.01_L,B,full,False,51.155817993090984,1.198071712719012,1.3460479145787714,744,16.57156088617286,0.5214009133709426,1.1158562353335166,636,9,0.38207547169811323,0.34408602150537637
SEQ_S1.11_S+S3.01_L+B3,SEQ_S1.11_S+S3.01_L,B,full,False,47.456397160885615,1.0254557575672747,1.2935104926200032,703,8.65375197734012,0.22557940935793916,1.048382490670475,610,9,0.4786885245901639,0.4423897581792319
SEQ_S1.11_S+S3.01_L+FC1,SEQ_S1.11_S+S3.01_L,C,full,False,23.909600413511516,0.5121038894172991,1.1334967672186578,598,41.31360280714212,0.930247642902694,1.2398216596668015,536,9,0.5559701492537313,0.5535117056856187
SEQ_S1.11_S+S3.01_L+FC2,SEQ_S1.11_S+S3.01_L,C,full,False,-15.281764297365758,-1.1574318757013637,0.8547032800150263,241,-4.226241337815732,-0.3354233900112893,0.9640627186514982,208,9,0.6057692307692307,0.6348547717842323
SEQ_S1.11_S+S3.01_L+FC4,SEQ_S1.11_S+S3.01_L,C,full,False,8.242657455723533,0.3599262689759394,1.1480031069334704,244,12.045370435320201,0.4303823801119011,1.1041187206402108,377,9,0.583554376657825,0.5327868852459017
SEQ_S1.11_S+S3.01_L+FC5,SEQ_S1.11_S+S3.01_L,C,full,False,21.605864845896377,0.5932956744649955,1.1844921780882873,404,22.365360933475706,0.8032878858277042,1.2249006218037917,320,9,0.55625,0.5544554455445545
SEQ_S1.11_S+S3.01_L+FC3,SEQ_S1.11_S+S3.01_L,C,full,False,21.62809877249869,0.4146050906775239,1.13367993108151,607,31.04990766450682,0.7027607695357676,1.1787089121251446,523,9,0.5621414913957935,0.556836902800659
SEQ_S1.11_S+S3.01_L+F1,SEQ_S1.11_S+S3.01_L,F,full,False,27.668209059615887,0.3061267981895967,1.1575670532046858,603,63.164925328790645,0.8442135919177164,1.4268910654423497,502,9,0.0,0.0
SEQ_S1.11_S+S3.01_L+F2,SEQ_S1.11_S+S3.01_L,F,full,False,2.867463477115754,-0.0885165747903951,0.9967077492531597,526,46.41665131174356,0.5559936116308042,1.2937627199856157,439,9,0.0,0.0
SEQ_S1.11_S+S3.01_L+F3,SEQ_S1.11_S+S3.01_L,F,full,False,68.15022184125826,1.2193907723539774,1.4865754071199926,719,22.080404075790074,0.36097803966166164,1.1318128645425096,597,9,0.0,0.0
SEQ_S1.11_S+S3.01_L+E1,SEQ_S1.11_S+S3.01_L,E,full,False,68.53688148892321,1.1230152050355895,1.3131839716724056,718,44.979620355813914,0.8704775654020247,1.2633172794870648,630,9,0.5571428571428572,0.5236768802228412
SEQ_S1.11_S+S3.01_L+E2,SEQ_S1.11_S+S3.01_L,E,full,False,20.65668759748751,0.3973087806928154,1.1102801562227986,656,29.662939161301072,0.6190308810717894,1.1700845059916203,569,9,0.5694200351493849,0.5594512195121951
SEQ_S1.11_S+S3.01_L+E3,SEQ_S1.11_S+S3.01_L,E,full,False,10.166844903845202,0.20877636895460616,1.054698389079065,741,35.332511315122275,0.6362612774579204,1.210995139374787,634,9,0.5662460567823344,0.5789473684210527
SEQ_S1.11_S+S3.01_L+E4,SEQ_S1.11_S+S3.01_L,E,full,False,-3.9924130524597876,-0.06805576109440081,0.9854669314883928,716,-13.908543962400017,-0.29430253923076677,0.9394258964324292,613,9,0.6166394779771615,0.5921787709497207
SEQ_S1.11_S+S3.01_L+D1,SEQ_S1.11_S+S3.01_L,D,ex_weak,False,39.738623184824846,0.7713051974067293,1.215289106392832,506,41.65831275997709,0.9000800098332477,1.2198655163692307,450,7,0.5688888888888889,0.5474308300395256
SEQ_S1.11_S+S3.01_L+D2,SEQ_S1.11_S+S3.01_L,D,full,True,48.94665439203931,0.6715250711518471,1.1855557963678722,664,36.358689995900384,0.828711305564829,1.2082888630789181,575,9,0.5582608695652174,0.5481927710843374
S7.04_S_trail+A1,S7.04_S_trail,A,full,False,24.999942378608537,2.9214596868504463,1.8503849847423763,161,9.548813983963914,1.6190750709577286,1.3610256988910563,180,9,0.0,0.0
S7.04_S_trail+A2,S7.04_S_trail,A,full,False,23.11938931075032,2.8391741311609593,1.7910030986920784,161,8.400410776341998,1.36911261563774,1.3196348449682087,180,9,0.011111111111111112,0.0
S7.04_S_trail+A3,S7.04_S_trail,A,full,False,24.372917561634278,2.8667522980520586,1.8244341699950837,161,10.094236029641651,1.6965374130014585,1.383389705540247,180,9,0.0,0.0
S7.04_S_trail+A4,S7.04_S_trail,A,full,False,24.372917561634278,2.8667522980520586,1.8244341699950837,161,10.824850239306123,1.77139834120025,1.4133268765006104,180,9,0.0,0.0
S7.04_S_trail+B1,S7.04_S_trail,B,full,False,24.372917561634278,2.8667522980520586,1.8244341699950837,161,14.755192695334111,1.8261349195710923,1.5742762594228232,180,9,0.0,0.0
S7.04_S_trail+B2,S7.04_S_trail,B,full,False,24.372917561634278,2.8667522980520586,1.8244341699950837,161,14.964603226693978,1.8580977432682397,1.5828677093976848,180,9,0.0,0.0
S7.04_S_trail+B3,S7.04_S_trail,B,full,False,24.372917561634278,2.8667522980520586,1.8244341699950837,161,14.870059424214187,1.843679069813212,1.5789888770191811,180,9,0.0,0.0
S7.04_S_trail+FC1,S7.04_S_trail,C,full,False,22.52395082504683,2.718243437064226,1.8472660035221407,150,8.969138218297891,1.7974169177517787,1.370484007316011,151,9,0.0,0.0
S7.04_S_trail+FC2,S7.04_S_trail,C,full,False,9.501101340837398,0.9760736965394808,1.3892380379368092,103,-1.2518161455612906,-0.5283108487737667,0.938163391273506,55,5,0.0,0.0
